title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
Human spliceosomal PM5 C* complex,2.8,EMD-16452,8c6j,"P62314,O95391,Q9ULR0,Q14562,P62316,Q9UQ35,P09661,Q9H5V9,Q13573,Q9NW64,Q9H2H8,Q6P2Q9,P62308,Q14320,Q9Y5S9,Q6IQ49,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,Q96DF8,P08579,Q15029,Q99459,P38919,P62318,Q9NZ63,Q8N5F7,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,Q9UJV9,O95926,P41223,O75643,Q9UNP9,Q9HCS7,P62306,Q9Y314,P61326,O60306,O60508,O75934,Q9Y421,Q9UMS4","P62314,O95391,Q9ULR0,Q14562,P62316,P09661,Q9H5V9,Q13573,Q9NW64,Q9H2H8,Q6P2Q9,P62308,Q14320,Q9Y5S9,Q6IQ49,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,Q96DF8,P08579,Q15029,Q99459,P38919,P62318,Q9NZ63,Q8N5F7,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,Q9UJV9,O95926,P41223,O75643,Q9UNP9,Q9HCS7,P62306,Q9Y314,P61326,O60306,O60508,O75934,Q9Y421,Q9UMS4",0.353,0.812,0.115
Cryo-EM structure of the yeast pre-B complex at an average resolution of 3.3 angstrom (Part II: U1 snRNP region),3.4,EMD-6973,5zwn,"Q02260,P43321,P32605,Q00916,P40204,Q06217,P53207,P40018,Q12330,P23394,Q03782,Q07508,P54999,Q05900,Q03776,P39682,Q00539","Q02260,P43321,P32605,Q00916,P40204,Q06217,P53207,P40018,Q12330,P23394,Q03782,Q07508,P54999,Q05900,Q03776,P39682,Q00539",0.356,0.705,0.045
Structure of a spliceosome remodeled for exon ligation,3.85,EMD-3539,5mps,"P43321,P53277,Q12330,P28004,P36048,P33334,Q04048,Q03772,Q06217,Q12417,P40968,Q12046,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,Q02260,Q03654,P40018,Q12309,P54999","P43321,P53277,Q12330,P28004,P36048,P33334,Q04048,Q03772,Q06217,Q12417,P40968,Q12046,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,Q02260,Q03654,P40018,Q12309,P54999",0.356,0.61,0.036
"Cryo-EM structure of the human SSU processome, state pre-A1*",3.87,EMD-23937,7mq9,"Q14692,Q9H6R4,P08708,P62241,Q15269,P62081,Q9Y324,Q9UNX4,P62263,P42677,P62701,Q9NY61,Q9Y2X3,O00566,P62244,Q9NV06,P62753,Q9BVJ6,P62847,O75691,P62280,Q12788,Q9BSC4,Q9NV31,Q969X6,P62277,P55769,O15213,Q9NRX1,Q9NYH9,O00567,P62249,Q5QJE6,P62266,Q8IWA0,Q9NQZ2,Q13601,Q9Y3A2,Q8NDD1,Q15061,P62979,P46782,P22087,Q9H583,Q9UMY1,Q8TED0,Q92979,Q9Y3A4,Q8NI36,Q9Y5J1,Q9Y2P8,Q13895,O43818,Q96G21,P61247,P25398,P62857,P46781,Q9H0A0","Q14692,Q9H6R4,P08708,P62241,Q15269,P62081,Q9Y324,Q9UNX4,P62263,P42677,P62701,Q9NY61,Q9Y2X3,O00566,P62244,Q9NV06,P62753,Q9BVJ6,P62847,P62280,Q12788,Q9BSC4,Q9NV31,Q969X6,P62277,P55769,O15213,Q9NRX1,Q9NYH9,O00567,P62249,Q5QJE6,P62266,Q8IWA0,Q9NQZ2,Q13601,Q9Y3A2,Q8NDD1,Q15061,P62979,P46782,P22087,Q9H583,Q9UMY1,Q8TED0,Q92979,Q9Y3A4,Q8NI36,Q9Y5J1,Q9Y2P8,Q13895,O43818,Q96G21,P61247,P25398,P62857,P46781,Q9H0A0",0.357,0.848,0.0088
Structure of the human U5.U4/U6 tri-snRNP at 2.9A resolution.,2.92,EMD-4658,6qw6,"P83876,P62314,P62316,Q53GS9,O43290,P62308,Q6P2Q9,P14678,Q9Y4Z0,P55769,Q9Y333,P62310,Q15029,Q9Y4Y9,P62318,P62304,Q96DI7,P62312,O43172,Q9UK45,O75643,O95777,Q9BUQ8,Q8WVK2,P62306,Q8WWY3,O94906,O43395,Q9BTD8","P83876,P62314,P62316,Q53GS9,O43290,P62308,Q6P2Q9,P14678,Q9Y4Z0,P55769,Q9Y333,P62310,Q15029,Q9Y4Y9,P62318,P62304,Q96DI7,P62312,O43172,Q9UK45,O75643,O95777,Q9BUQ8,Q8WVK2,P62306,Q8WWY3,O94906,O43395,Q9BTD8",0.361,0.406,0.02
Foot region of the yeast spliceosomal U4/U6.U5 tri-snRNP,3.7,EMD-8011,5gam,"P33334,Q02260,P43321,P40204,Q06217,P40018,Q12330,P36048,P54999","P33334,Q02260,P43321,P40204,Q06217,P40018,Q12330,P36048,P54999",0.363,0.965,0.012
Structure of a B-state intermediate committed to discard (Bd-II state),3.1,EMD-19942,9esi,"Q9USV3,P87312,O42661,O13758,O59734,O14011,P78794,O14161,Q9USZ3,O94316,Q9HE07,Q9UUC6,O43071,Q9HE06,O59793,Q10163,P87126,O14036,Q9P6R9,Q09882,Q9P7R9,O74966,O59733,O94508,P39964,P87051,Q9UTK6,O59800,O60141,O13615,O94620,O74772,O14187","Q9USV3,P87312,O42661,O13758,O59734,O14011,P78794,O14161,Q9USZ3,O94316,Q9HE07,Q9UUC6,O43071,Q9HE06,O59793,Q10163,P87126,O14036,Q9P6R9,Q09882,Q9P7R9,O74966,O59733,O94508,P39964,P87051,Q9UTK6,O59800,O60141,O13615,O94620,O74772,O14187",0.364,0.499,3.2
Cryo-EM structure of the 90S-exosome super-complex (state Post-A1-exosome),3.8,EMD-11808,7aju,"Q12460,Q12277,P42945,P25359,P38333,Q08492,Q06506,Q02354,Q06679,Q05946,Q05022,P0CX29,P06367,P0CX51,P47047,Q08162,P25368,P40055,P0CX55,P53276,Q04177,Q12220,P07280,P0CX35,Q05636,P46948,Q04305,P33750,P0CX39,P53254,Q12136,Q12035,P48240,Q08285,Q02931,P26786,P0CX47,P33442,Q3E7X9,Q05498,P38792,P32899,P53859,P47083,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P0C0W1,P35997,P15646,P05756,O13516,P26783,Q04500,Q12499,P41819,P40362,Q06512,P0CX31,P25635,Q99216,Q06078,Q04217,P35194,Q06287,Q08096","Q12460,Q12277,P42945,P25359,P38333,Q08492,Q06506,Q02354,Q06679,Q05946,Q05022,P0CX29,P06367,P0CX51,P47047,Q08162,P25368,P40055,P0CX55,P53276,Q04177,Q12220,P07280,P0CX35,Q05636,P46948,Q04305,P33750,P0CX39,P53254,Q12136,Q12035,P48240,Q08285,Q02931,P26786,P0CX47,P33442,Q3E7X9,Q05498,P38792,P32899,P53859,P47083,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P53256,P34247,P0C0W1,P35997,P15646,P05756,O13516,P26783,Q04500,Q12499,P41819,P40362,Q06512,P0CX31,P25635,Q99216,Q06078,Q04217,P35194,Q06287,Q08096",0.366,0.918,0.01
Structure of Candida albicans 80S ribosome in complex with mefloquine,3.1,EMD-16874,8ogj,"A0A8H6BTR7,A0A8H6BVY8,A0A8H6BYJ9,A0A1D8PK22,P9WER7,A0A1D8PN83,A0A8H6BW57,A0A8H6BVN2,A0A8H6F3X2,A0A8H6C3A1,A0A8H6EZQ8,A0A8H6BWE6,A0A8H6C3K1,A0A1D8PG16,Q9P834,A0A8H6F332,A0A8H6C387,A0A8H6C5L4,A0A8H6F1M1,A0A8H6BZ90,A0A8H6F0V4,A0A8H6F1C8,O94008,Q9P844,A0A8H6C655,A0A1D8PK40,A0A8H6BZJ3,A0A8H6C337,A0A8H6BR69,A0A8H6C444,A0A8H6C3N3,Q5AGZ7,A0A1D8PM75,A0A8H6BYS1,A0A8H6F0S0,Q96W55,A0A1D8PF45,A0A8H6BZ56,A0A8H6F0N4,Q5A6R1,A0A1D8PM41,A0A8H6C4U1,A0A8H6F6A1,A0A1D8PTR4,A0A8H6F1X2,A0A8H6C0A5,Q59LS1,Q9P843,A0A8H6BUG0,A0A8H6F1S5,P83774,A0A1D8PP14,A0A8H6F171,A0A8H6BZ37,A0A8H6C4Y1,A0A8H6F0G8,Q5A109,A0A8H6F6B7,P47834,A0A8H6F1X9,A0A8H6C395,A0A1D8PCI6,A0A8H6F3Y8,A0A8H6BTS1,A0A8H6BWQ8,A0A1D8PSK2,A0A8H6F0V0,A0A8H6BS29,A0A1D8PL68,A0A8H6F4H4,A0A8H6F5V7,A0A8H6F4G0,O94017,Q5AIB8","A0A1D8PK22,A0A1D8PN83,A0A1D8PG16,Q9P834,O94008,Q9P844,A0A1D8PK40,A0A1D8PM75,Q5AGZ7,Q96W55,Q5A6R1,A0A1D8PM41,A0A1D8PTR4,Q59LS1,Q9P843,P83774,A0A1D8PP14,Q5A109,P47834,A0A1D8PCI6,A0A1D8PSK2,A0A1D8PL68,A0A1D8PF45,O94017,Q5AIB8",0.366,0.539,0.31
The cryo-EM map of the human 17S U2 snRNP core region,2.5,EMD-31334,7evo,"P62314,P62316,O75533,P09661,Q15459,P62308,P14678,Q15428,Q13435,A0A0C4DG89,Q7RTV0,Q9BWJ5,P08579,P62318,P62304,Q15393,Q12874,P62306,Q15427,O43719","P62314,P62316,O75533,P09661,Q15459,P62308,P14678,Q15428,Q13435,A0A0C4DG89,Q7RTV0,Q9BWJ5,P08579,P62318,P62304,Q15393,Q12874,P62306,Q15427,O43719",0.367,0.528,0.02
"Structure of the recycling U5 snRNP bound to chaperones CD2BP2 and TSSC4 (State 2, Map 2)",3.2,EMD-18229,8q7q,"O75643,O95400,P62314,Q6P2Q9,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304,Q9Y5U2","O75643,O95400,P62314,Q6P2Q9,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304,Q9Y5U2",0.371,0.831,0.2
"Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum, state B2",4.0,EMD-10053,6rxv,"G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S7Z2,G0SAJ6,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,G0S2E0,P0CU28,G0S1Z0,G0S5J4,G0S8Y4,G0RYX2,G0S612,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0SDB8,G0S9M9,G0S9I7,G0RZL4,G0S5L1,G0SBN9,G0SHP3,G0SBR7,G0S6J7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,P0CT47,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0S2U4,G0RZL9,G0RY17,G0S902,G0RYF6,G0S4H3,G0S7T8","G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S7Z2,G0SAJ6,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,G0S2E0,P0CU28,G0S1Z0,G0S5J4,G0S8Y4,G0RYX2,G0S612,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0SDB8,G0S9M9,G0S9I7,G0RZL4,G0SBN9,G0SBR7,G0S6J7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,P0CT47,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0S2U4,G0RZL9,G0RY17,G0S902,G0RYF6,G0S4H3,G0S7T8",0.371,0.873,0.03
Composite map of the C. elegans Intron Lariat Spliceosome primed for disassembly (ILS'),2.9,EMD-19397,8ro0,"Q20716,G5EEL2,Q17348,Q22836,Q9XTU6,Q9U1Q7,Q22417,Q21323,Q23463,P34369,E3LR34,P34659,O44729,Q09385,Q9U2S6,Q10051,G5EFC4,Q95XJ1,O16376,Q9N4G9,O45766,Q9BLB6,Q18445,G5ECH1,Q9U2G0,Q22412,Q19211,P34313,Q17784,Q18786,P91175,P91918","Q20716,G5EEL2,Q17348,Q22836,Q9XTU6,Q9U1Q7,Q22417,Q21323,Q23463,P34369,E3LR34,P34659,O44729,Q09385,Q9U2S6,Q10051,G5EFC4,Q95XJ1,O16376,Q9N4G9,O45766,Q9BLB6,Q18445,G5ECH1,Q9U2G0,Q22412,Q19211,P34313,Q17784,Q18786,P91175,P91918",0.372,0.758,0.5
Structure of yeast disome (di-ribosome) stalled on poly(A) tract.,4.0,EMD-10398,6t83,"P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P0C0X0,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX49,P41805,P0CX84,P32905,P49167,P0CX41,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,Q02326","P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P05317,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P0C0X0,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,P14126,P0CX49,P41805,P0CX84,P32905,P49167,P0CX41,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,Q02326",0.372,0.897,0.02
Structure of the C. elegans Intron Lariat Spliceosome double-primed for disassembly (ILS''),3.0,EMD-19398,8ro1,"O16216,Q10946,Q20716,Q20875,G5EEL2,Q17348,Q22836,Q9XTU6,Q9U1Q7,Q22417,Q21323,Q23463,P34369,E3LR34,P34659,O44729,Q09385,Q9U2S6,Q10051,G5EFC4,Q95XJ1,O16376,Q9N4G9,O45766,Q9BLB6,Q18445,G5EC45,G5ECH1,Q22412,Q19211,P34313,Q17784,Q18786,P91175,P91918","O16216,Q10946,Q20716,Q20875,G5EEL2,Q17348,Q22836,Q9XTU6,Q9U1Q7,Q22417,Q21323,Q23463,P34369,E3LR34,P34659,O44729,Q09385,Q9U2S6,Q10051,G5EFC4,Q95XJ1,O16376,Q9N4G9,O45766,Q9BLB6,Q18445,G5EC45,G5ECH1,Q22412,Q19211,P34313,Q17784,Q18786,P91175,P91918",0.373,0.767,0.5
The complete structure of the small subunit processome,3.8,EMD-8859,5wlc,"Q12460,P42945,P38333,P36144,Q08492,B3LU25,Q02354,Q06679,Q05946,Q05022,Q06506,P06367,P0CX51,Q08096,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P53914,P0CX35,P40079,A0A1L4AA68,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,Q02931,P26786,P0CX47,Q3E7X9,Q05498,P32899,P47083,B5VM59,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P0C0W1,P0CY39,P15646,P05756,E9P9B2,O13516,Q04500,Q12499,P40362,Q06512,P0CX31,P25635,Q99216,Q06078,Q06287,P40546","Q12460,P42945,P38333,P36144,Q08492,B3LU25,Q02354,Q06679,Q05946,Q05022,Q06506,P06367,P0CX51,Q08096,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P53914,P0CX35,P40079,A0A1L4AA68,Q04305,P0CX39,P33750,P53254,Q12136,Q12035,Q02931,P26786,P0CX47,Q3E7X9,Q05498,P32899,P47083,B5VM59,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P0C0W1,P0CY39,P15646,P05756,E9P9B2,O13516,Q04500,Q12499,P40362,Q06512,P0CX31,P25635,Q99216,Q06078,Q06287,P40546",0.373,0.565,0.023
Human pre-Bact-1 spliceosome core structure,3.9,EMD-11694,7abf,"Q6P2Q9,Q9Y2W2,Q15029,Q9BZL1,Q96NC0,O43660,Q8NAV1,P55081,Q9P013,Q13573,O14776,P41223","Q6P2Q9,Q9Y2W2,Q15029,Q9BZL1,Q96NC0,O43660,Q8NAV1,P55081,Q9P013,Q13573,O14776,P41223",0.374,0.651,0.034
Cryo-EM structure of the activated spliceosome (Bact complex) at 3.5 angstrom resolution,3.5,EMD-9524,5gm6,"Q04693,P43321,P20095,P53277,Q12330,P28004,P36048,P46947,P49955,Q06835,P33334,Q04048,Q03772,P0C074,Q06217,Q12417,P40968,Q12046,P32639,P40565,Q99181,P53333,P25337,Q07930,Q03375,P38241,P53769,P40204,P32523,Q02260,Q02770,Q03654,P40018,Q12309,Q07350,P54999,Q02554,Q06091","Q04693,P43321,P20095,P53277,Q12330,P28004,P36048,P46947,P49955,Q06835,P33334,Q04048,Q03772,P0C074,Q06217,Q12417,P40968,Q12046,P32639,P40565,Q99181,P53333,P25337,Q07930,Q03375,P38241,P53769,P40204,P32523,Q02260,Q02770,Q03654,P40018,Q12309,Q07350,P54999,Q02554,Q06091",0.377,0.49,0.0405
"Yeast C complex spliceosome at 2.8 Angstrom resolution with Prp18/Slu7 bound, composite map",2.8,EMD-12106,7b9v,"A0A6A5PW35,P43321,A0A6L1B9A1,A0A6A5Q526,A0A6A5Q3N1,A0A6L0ZW46,Q12330,A0A6A5PTY9,A0A6A5PZG6,A0A6A5Q605,A0A6L0Y8G8,P33334,A0A6A5PX61,A0A6V8RGB0,A0A6A5Q2G3,A0A6A5PQI0,A0A6A5Q641,A0A6A5PX22,Q06217,A0A6A5Q1E9,P32639,A0A6A5PT67,A0A6A5Q318,P40204,A0A6A5Q155,A0A6A5Q0A4,A0A6A5PYD5,A0A6A5Q1C0,Q02260,A0A6A5Q0Z2,P40018,P54999,A0A6V8S636,A0A6V8RSY7","A0A6A5PW35,P43321,A0A6A5Q3N1,Q12330,A0A6A5PZG6,A0A6L0Y8G8,P33334,A0A6V8RGB0,A0A6A5Q2G3,A0A6A5PX22,Q06217,P32639,A0A6A5PT67,A0A6A5Q318,P40204,A0A6A5Q155,Q02260,P40018,P54999,A0A6V8S636,A0A6V8RSY7",0.378,0.677,5.0
"Structure of the yeast Gcn1 bound to a leading stalled 80S ribosome with Rbg2, Gir2, A- and P-tRNA and eIF5A",3.9,EMD-12534,7nrc,"P0CX51,P39939,P38701,P05737,P41057,P14127,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P05739,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P0CX55,P07280,P87262,P33892,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P35997,P0CX82,P0C0V8,P23301,P0CX23,P05740,P05749,Q02753,P0C2H8,P0CX35,P04456,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P0CX86,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,Q3E757,P0CX29,P38061,P53295,P0CX33,Q12690,P04449,P33442,P39516,P25443,P0C0W1,P26321,P10664,P05748,P26783","P0CX51,P39939,P38701,P05737,P41057,P14127,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P05739,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P0CX55,P07280,P87262,P33892,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P35997,P0CX82,P0C0V8,P23301,P0CX23,P05740,P05749,Q02753,P0C2H8,P0CX35,P04456,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P0CX86,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,Q3E757,P0CX29,P38061,P53295,P0CX33,Q12690,P04449,P33442,P39516,P25443,P0C0W1,P26321,P10664,P05748,P26783",0.378,0.845,0.03
Cryo-EM structure of the thermophile spliceosome (state ILS),2.8,EMD-62841,9l5r,"G0RZD9,G0SFY0,G0S620,G0S4Q2,G0S754,G0SFN9,G0S0H7,G0S1V3,G0S730,G0S2N1,G0S7S7,G0SG70,G0SI53,G0RY82,G0S394,G0S066,G0S5N3,G0SHQ3,G0SBL9,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0RZE2,G0SF87,G0RY84,G0S6F0,G0SDM8,G0SDJ6","G0RZD9,G0SFY0,G0S620,G0S4Q2,G0S754,G0S0H7,G0S1V3,G0S730,G0S2N1,G0S7S7,G0SG70,G0SI53,G0RY82,G0S394,G0S066,G0S5N3,G0SHQ3,G0SBL9,G0SI54,G0RZL0,G0S9U7,G0RYD8,G0S8J0,G0S405,G0S8A6,G0RZE2,G0SF87,G0RY84,G0S6F0,G0SDM8,G0SDJ6",0.378,0.919,0.005
"Cryo-EM recosntruction of yeast 80S ribosome in complex with mRNA, tRNA and eEF2 (GMPPCP)",4.0,EMD-0049,6gqv,"P05317,P0CX51,P39939,P38701,P05737,P41057,P14127,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P0CX87,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P0CX55,P07280,P87262,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P0CX43,P35997,P0CX82,P0C0V8,P0CX53,P0CX23,Q02326,P05740,P05749,Q02753,P0C2H8,P04456,P0CX35,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P02406,P0CX31,P26784,P38011,Q3E757,P0CX29,P38061,P0CX33,Q12690,P04449,P33442,P32324,P39516,P25443,P0C0W1,P26321,P10664,P05748,P26783","P05317,P0CX51,P39939,P38701,P05737,P41057,P14127,P05750,P04650,P48589,P14120,Q08745,P49167,P0CX49,P0CX87,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P0CX55,P07280,P87262,P05745,Q3E7X9,Q3E792,Q01855,P14126,P0CX84,P0CX43,P35997,P0CX82,P0C0V8,P0CX53,P0CX23,Q02326,P05740,P05749,Q02753,P0C2H8,P04456,P0CX35,P0CX39,P05747,P26786,P0CX47,P41805,P32905,P0CX41,P49166,P0CX25,P36105,O13516,P0C2H6,P05759,P17076,P05743,P0CH08,P02406,P0CX31,P26784,P38011,Q3E757,P0CX29,P38061,P0CX33,Q12690,P04449,P33442,P32324,P39516,P25443,P0C0W1,P26321,P10664,P05748,P26783",0.378,0.897,0.033
S. cerevisiae spliceosomal post-catalytic P complex,3.3,EMD-7109,6bk8,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P24384,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P24384,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.38,0.463,0.06
Cryo-EM map of the Chlamydomonas C* complex from Cdc5L-Flag dataset,2.6,EMD-38362,8xi2,"A0A2K3CTT9,A0A2K3CN43,A8IYZ2,A0A2K3CXZ4,A0A2K3D3K4,A8I074,A8I9S6,A8JGI0,A0A2K3DAW8,A0A2K3E050,A0A2K3E769,A0A2K3DUN6,A0A2K3DML4,A0A2K3DAL7,A8HRS8,A0A2K3DFH0,A8JCA8,A8I0E2,A8J834,A0A2K3DMA3,A0A2K3E831,A0A2K3CNP4,A0A2K3E5Q8,A0A2K3CX88,A0A2K3DR41,A0A2K3DYR4","A0A2K3CTT9,A0A2K3CN43,A8IYZ2,A0A2K3CXZ4,A0A2K3D3K4,A8I074,A8I9S6,A8JGI0,A0A2K3DAW8,A0A2K3E050,A0A2K3E769,A0A2K3DUN6,A0A2K3DML4,A0A2K3DAL7,A8HRS8,A0A2K3DFH0,A8JCA8,A8I0E2,A8J834,A0A2K3DMA3,A0A2K3E831,A0A2K3CNP4,A0A2K3CX88,A0A2K3DYR4",0.381,0.685,0.08
Cryo-EM structure of the 90S pre-ribosome from Chaetomium thermophilum,3.2,EMD-3847,5oql,"G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,P0CU28,G0S1Z0,G0S8Y4,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0S9M9,G0S9I7,G0S5L1,G0SBN9,G0SBR7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0SE30,G0RZL9,G0S2U4,G0RY17,G0RYF6,G0S4H3,G0S7T8","G0SCT7,G0S3T2,G0SDL4,G0S1A6,G0SCS8,G0S5F1,G0SF32,G0S445,G0SGM0,G0SE90,G0SF00,G0SF93,G0S273,G0SGY2,G0S3V7,G0SEI5,P0CU28,G0S1Z0,G0S8Y4,G0S8C4,G0RZM9,G0S7X0,G0RZ99,G0RY94,G0SHI0,G0SDW0,G0S9M9,G0S9I7,G0SBN9,G0SBR7,G0SG51,G0S0B1,G0S4E3,G0RY45,G0S0Z4,G0SG95,G0S872,G0SAY9,G0RY43,G0SFL1,G0S387,G0SE30,G0RZL9,G0S2U4,G0RY17,G0RYF6,G0S4H3,G0S7T8",0.382,0.691,0.04
"Structural organization of a late activated human spliceosome (Baqr, core region)",3.1,EMD-14146,7qtt,"P62314,P62316,Q8WUA2,Q9UQ35,O15541,O75533,Q13573,Q9NW64,Q6P2Q9,P62308,Q9BRD0,P14678,Q15428,Q9HCG8,O60231,Q9P013,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,P62318,Q9Y3C6,O43660,P62304,Q9BZJ0,P41223,Q15393,Q12874,P62306,Q92917,Q15427,Q13356","P62314,P62316,Q8WUA2,O15541,O75533,Q13573,Q9NW64,Q6P2Q9,P62308,Q9BRD0,P14678,Q15428,Q9HCG8,O60231,Q9P013,Q13435,Q9BWJ5,Q7RTV0,Q15029,Q99459,P62318,Q9Y3C6,O43660,P62304,Q9BZJ0,P41223,Q15393,Q12874,P62306,Q92917,Q15427,Q13356",0.384,0.783,0.033
Structure of the Nop53 pre-60S particle bound to the exosome nuclear cofactors,3.9,EMD-4302,6ft6,"P05738,P40078,Q08746,P05740,Q02892,P05749,Q02753,P38061,P0C2H8,P47047,P05737,P38801,P04456,P87262,Q12690,P04650,Q02326,P33201,P14120,P05745,P38202,P36160,P49167,P0CX49,P14126,P0CX84,Q03862,P0CX41,Q12149,Q07915,P49166,Q12522,P0CX45,P25382,P05744,P53188,P26321,P0CX82,P53261,P0CX25,P53742,P10664,P36105,P05748,P0C2H6,P40010,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX23","P05738,P40078,Q08746,P05740,Q02892,P05749,Q02753,P38061,P0C2H8,P47047,P05737,P38801,P04456,P87262,Q12690,P04650,Q02326,P33201,P14120,P05745,P38202,P36160,P49167,P0CX49,P14126,P0CX84,Q03862,P0CX41,Q12149,Q07915,P49166,Q12522,P0CX45,P25382,P05744,P53188,P26321,P0CX82,P53261,P0CX25,P53742,P10664,P36105,P05748,P0C2H6,P40010,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX23",0.384,0.879,0.013
