title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
Yeast Vms1-60S ribosomal subunit complex (post-state),3.4,EMD-4752,6r86,"P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,Q04311,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,Q02326,P05745,P49167,P0CX49,P0CX84,P41805,P14126,P0CX41,P0CX43,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0CH08,P05743,P02406,P26784,P0CX53,P0CX23","P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,Q04311,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,Q02326,P05745,P49167,P0CX49,P0CX84,P41805,P14126,P0CX41,P0CX43,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0CH08,P05743,P02406,P26784,P0CX53,P0CX23",0.462,0.918,0.025
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.5,EMD-4636,6qtz,"P05738,P05740,P05749,Q02753,P38061,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P41805,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P0CX23","P05738,P05740,P05749,Q02753,P38061,P0C2H8,Q06709,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P0CX84,P26785,P41805,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P0CX23",0.463,0.793,0.07
Yeast 80S ribosome in complex with eIF5A and decoding A-site and P-site tRNAs.,3.1,EMD-10537,6tnu,"P38011,P05738,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P07280,P05750,A0A0J9X221,P0CX35,P0CX33,P04456,A0A1L4AA68,P87262,Q12690,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,Q3E7X9,Q3E792,Q01855,P14126,P05739,P41805,P0CX49,P0CX84,P49167,P0CX41,P39516,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,B3LI22,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P23301,P17076,P05743,P0CH08,P0CX31,P02406,P26784,B3RHV0,P0CX23","P38011,P05738,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P07280,P05750,A0A0J9X221,P0CX35,P0CX33,P04456,A0A1L4AA68,P87262,Q12690,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,Q3E7X9,Q3E792,Q01855,P14126,P05739,P41805,P0CX49,P0CX84,P49167,P0CX41,P39516,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,B3LI22,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P23301,P17076,P05743,P0CH08,P0CX31,P02406,P26784,B3RHV0,P0CX23",0.463,0.881,0.035
cryo-EM structure of the human spliceosomal B complex protomer (tri-snRNP core region),3.1,EMD-18225,8q7n,"P83876,Q15459,Q6P2Q9,Q15029,Q9BZL1,O43290,O14776,Q8WWY3,Q96NC0,P55769,O94906,Q8NAV1,O43395,P55081,O75554,P41223,O43172","P83876,Q15459,Q6P2Q9,Q15029,Q9BZL1,O43290,O14776,Q8WWY3,Q96NC0,P55769,O94906,Q8NAV1,O43395,P55081,O75554,P41223,O43172",0.463,0.779,0.03
Substrate-bound A-like U2 snRNP,2.1,EMD-13811,7q4o,"Q15393,Q12874,Q7RTV0,Q15428,Q9Y3B4,O75533,Q13435,Q9BWJ5","Q15393,Q12874,Q7RTV0,Q15428,Q9Y3B4,O75533,Q13435,Q9BWJ5",0.464,0.667,0.00561
Yeast 80S ribosome bound to eEF3 and A/A- and P/P-tRNAs (PRE-1),3.3,EMD-12081,7b7d,"P38011,P05738,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P16521,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P05739,P41805,P32905,P0CX49,P0CX84,P0CX41,P0CX87,P39516,P49166,P49167,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23","P38011,P05738,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P16521,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P05739,P41805,P32905,P0CX49,P0CX84,P0CX41,P0CX87,P39516,P49166,P49167,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23",0.464,0.729,0.04
"Hypomethylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2, GDP, and sordarin, Structure III",2.95,EMD-41000,8t3d,"P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326","P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5Q2N7,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P32324,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326",0.465,0.809,0.3
Cryo-EM structure of early cytoplasmic-immediate (ECI) pre-60S ribosomal subunit,3.6,EMD-0370,6n8k,"P05738,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,Q02326","P05738,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,Q02326",0.465,0.856,0.02
"Hypopseudouridylated yeast 80S bound with Taura syndrome virus (TSV) internal ribosome entry site (IRES), eEF2, GDP, and sordarin, Structure II",2.87,EMD-28634,8evr,"A0A6A5Q7I9,P05317,P0CX51,P05737,A0A6A5Q2N7,P04650,P14120,Q08745,A0A6A5Q3W0,A0A6A5PV92,P0CX49,A0A6A5Q0E8,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,A0A6A5PWR1,P0CX55,P07280,P87262,A0A1L4AA68,A0A6A5PUZ5,P05745,A0A6A5PY83,P14126,P0CX84,A0A6A5Q0W8,A0A6A5Q3Q1,A0A6A5Q700,P35997,P0CX82,P0C0V8,P02407,A0A6A5PVE9,A0A6A5Q6F2,Q02326,P05740,P05749,Q02753,A0A6A5PSE9,P0C2H8,A0A6A5Q8I3,P0CX35,P04456,P0CX39,B3LMD0,A0A6A5Q1M9,P26786,P0CX47,P32905,P0CX41,P0CX86,P49166,P0CX25,A0A6A5PRY4,P36105,O13516,A0A6A5PZ18,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX29,P0CX33,Q12690,A0A6A5PUL8,P32324,P05748,A0A6A5PU37","A0A6A5Q7I9,P05317,P0CX51,P05737,A0A6A5Q2N7,P04650,P14120,Q08745,A0A6A5Q3W0,A0A6A5PV92,P0CX49,A0A6A5Q0E8,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,A0A6A5PWR1,P0CX55,P07280,P87262,A0A1L4AA68,A0A6A5PUZ5,P05745,A0A6A5PY83,P14126,P0CX84,A0A6A5Q0W8,A0A6A5Q3Q1,A0A6A5Q700,P35997,P0CX82,P0C0V8,P02407,A0A6A5PVE9,A0A6A5Q6F2,Q02326,P05740,P05749,Q02753,A0A6A5PSE9,P0C2H8,A0A6A5Q8I3,P0CX35,P04456,P0CX39,B3LMD0,A0A6A5Q1M9,P26786,P0CX47,P32905,P0CX41,P0CX86,P49166,P0CX25,A0A6A5PRY4,P36105,O13516,A0A6A5PZ18,P0C2H6,P17076,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX29,P0CX33,Q12690,A0A6A5PUL8,P32324,P05748,A0A6A5PU37",0.47,0.896,0.6
Cryo-EM structure of 90S small subunit preribosomes in transition states (State A),3.2,EMD-0949,6lqp,"Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,P06367,P40470,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P33442,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,P35997,Q06631,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096","Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,P06367,P40470,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P33442,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,P35997,Q06631,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096",0.471,0.724,0.03
Structure of U5 snRNP assembly and recycling factor TSSC4 in complex with BRR2 and Jab1 domain of PRPF8,3.05,EMD-13690,7px3,"O75643,Q9Y5U2,Q6P2Q9","O75643,Q9Y5U2,Q6P2Q9",0.471,0.913,0.3
Structure of WTAP-VIRMA in the m6A writer complex,3.1,EMD-33807,7yg4,"Q69YN4,Q15007","Q69YN4,Q15007",0.471,0.749,0.3
Cryo-EM structure of early cytoplasmic-late (ECL) pre-60S ribosomal subunit,3.6,EMD-0371,6n8l,"P05738,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,Q02326","P05738,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,Q02326",0.472,0.862,0.02
Saccharomyces cerevisiae 80S ribosome bound with ABCF protein New1,3.28,EMD-10098,6s47,"P05738,P38011,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P06367,P0C2H8,P0CX51,P39939,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P04456,P87262,P0CX35,A0A1L4AA68,Q12690,P0CX39,P04650,P04449,Q02326,P05747,P14120,P48589,P05745,Q08745,P26786,P0CX47,Q3E7X9,P49167,Q01855,P0CX49,P14126,P41805,P0CX84,P0CX87,P32905,Q3E792,P0CX41,Q08972,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P0CX82,P0CX25,P35997,P10664,P05756,P36105,P05748,O13516,P0C2H6,P0C0V8,P05759,P17076,P02407,P05743,P0CH08,P02406,P0CX31,P26784,B3RHV0,P0CX23","P05738,P38011,P05740,Q3E757,P0CX29,P05749,Q02753,P38061,P06367,P0C2H8,P0CX51,P39939,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P04456,P87262,P0CX35,A0A1L4AA68,Q12690,P0CX39,P04650,P04449,Q02326,P05747,P14120,P48589,P05745,Q08745,P26786,P0CX47,Q3E7X9,P49167,Q01855,P0CX49,P14126,P41805,P0CX84,P0CX87,P32905,Q3E792,P0CX41,Q08972,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P0CX82,P0CX25,P35997,P10664,P05756,P36105,P05748,O13516,P0C2H6,P0C0V8,P05759,P17076,P02407,P05743,P0CH08,P02406,P0CX31,P26784,B3RHV0,P0CX23",0.472,0.769,0.08
"Eukaryotic 80S ribosome with Reh1, eIF5A and A/P site tRNA",3.22,EMD-42525,8ut0,"P0CX51,P05737,P41057,P04650,P48589,P14120,Q08745,P49167,P0CX49,P05739,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P05756,P05738,P06367,A0A6A5PRT8,P0CX55,P07280,P87262,A0A6A5PUZ5,P05745,A0A6A5PY83,Q3E7X9,P0CX84,A0A6A5Q0W8,A0A6A5Q3Q1,A0A8H8ULI0,P35997,P0CX82,P0C0V8,P0C0W9,P02407,A0A6A5PVE9,A0A6A5Q6F2,P0CX23,P05740,P05749,Q02753,P0C2H8,A0A0J9X221,P0CX35,P04456,P05747,P26786,P0CX47,P32905,P0CX41,P0CX86,P49166,P0CX25,A0A6A5PRY4,P36105,O13516,A0A6A5PZ18,P0C2H6,P05743,P0CH08,P0CX31,P02406,P26784,P38011,P0CX29,P38061,P0CX33,P39938,Q12690,A0A8H4C0K3,P0C0W1,P26321,A0A6A5Q627,P10664,P05748,P26783,A0A6A5PU37","P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P0C2H8,A0A6A5PRT8,P05737,P0CX55,P41057,P07280,A0A0J9X221,P0CX33,P0CX35,P04456,P87262,P39938,Q12690,P04650,P48589,A0A6A5PUZ5,P05747,P14120,Q08745,P05745,A0A6A5PY83,P26786,P0CX47,Q3E7X9,P49167,P0CX49,P05739,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q3Q1,P0CX41,P0CX86,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P0CX25,P26321,A0A6A5Q627,P10664,P05756,A0A6A5PRY4,O13516,P26783,A0A6A5PZ18,P0C0V8,P36105,P05748,P0C2H6,P0C0W9,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX23",0.473,0.853,0.0875
"Nmd3 is a structural mimic of eIF5A, and activates the cpGTPase Lsg1 during 60S ribosome biogenesis: 60S-Nmd3-Tif6-Lsg1 Complex",3.1,EMD-8362,5t62,"P05738,P05740,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P41805,P0CX84,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P26784,P0CX23","P05738,P05740,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,Q02326,P05747,P14120,P05745,P53145,P49167,P0CX49,P14126,P41805,P0CX84,P0CX41,P38861,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,P05743,P0CH08,P02406,P26784,P0CX23",0.477,0.913,0.0225
"Hypomethylated yeast 80S bound with cycloheximide, unmodified U2921, mid rotated",2.88,EMD-40993,8t30,"P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5PUZ5,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326","P38011,P05738,P05740,A0A6A5Q7I9,P0CX29,P05749,Q02753,P06367,A0A6A5PWR1,A0A6A5PSE9,P0CX51,A0A6A5Q8I3,P0C2H8,P05737,P0CX55,P07280,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P0CX39,P04650,A0A6A5PUZ5,P14120,Q08745,A0A6A5Q3W0,A0A6A5PY83,B3LMD0,A0A6A5Q1M9,P26786,P05745,P0CX47,A0A6A5PV92,P14126,P0CX49,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q0E8,A0A6A5PUL8,A0A6A5Q3Q1,P0CX41,P0CX86,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,P0CX82,P0CX25,P05756,A0A6A5PRY4,O13516,P36105,A0A6A5PZ18,P0C0V8,P05748,P0C2H6,P17076,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,Q02326",0.477,0.792,0.7
Structure of yeast 80S ribosome stalled on the CGA-CGA inhibitory codon combination.,3.2,EMD-10396,6t7i,"P38011,P05738,P05740,P0CX29,P05749,Q02753,P24000,P06367,P38061,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P0C0X0,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,P14126,P05739,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23","P38011,P05738,P05740,P0CX29,P05749,Q02753,P24000,P06367,P38061,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P14127,P0C0X0,P07280,P05750,P0CX33,P0CX35,P04456,P87262,A0A1L4AA68,P39938,Q12690,P0CX39,P04650,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,P14126,P05739,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P05748,P0C2H6,P0C0V8,P05759,P17076,P0C0W9,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23",0.477,0.914,0.022
Cryo-EM structure of late nuclear (LN) pre-60S ribosomal subunit,3.5,EMD-0369,6n8j,"P05738,P40078,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P53742,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX53,Q02326","P05738,P40078,P05740,Q02892,P05749,P38061,Q02753,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P14120,P33201,P05745,P38202,P0CX23,P49167,P0CX84,P14126,P0CX49,P0CX41,Q07915,P49166,Q12522,P0CX45,P0CX27,P05744,P26321,P0CX25,P0CX82,P53742,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX53,Q02326",0.478,0.861,0.018
Human 17S U2 snRNP 5' domain core,2.21,EMD-13793,7q3l,"Q12874,Q15393,O43719,Q7L014,O75533,Q9BWJ5,Q13435,Q7RTV0","Q12874,Q15393,O43719,Q7L014,O75533,Q9BWJ5,Q13435,Q7RTV0",0.479,0.686,0.0062
Cryo-EM structure of PRMT5/WDR77 in complex with 6S complex (pICln PBM local refinement),3.36,EMD-47476,9e3a,"P54105,O14744,Q9BQA1","P54105,O14744,Q9BQA1",0.48,0.778,0.3
Eukaryotic 80S ribosome with Reh1 and A/P site tRNA,3.13,EMD-42540,8uti,"P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,A0A6A5PRT8,P0CX51,P0C2H8,P05737,P0CX55,P41057,P07280,P0CX33,P0CX35,P04456,P87262,P39938,Q12690,P04650,P48589,A0A6A5PUZ5,P05747,P14120,Q08745,P05745,A0A6A5PY83,P26786,P0CX47,Q3E7X9,A0A8H4C0K3,P49167,P0CX49,P05739,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q3Q1,P0CX41,P0CX86,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P0CX25,A0A6A5Q627,P10664,P05756,A0A6A5PRY4,O13516,P26783,A0A6A5PZ18,P0C0V8,P36105,P05748,P0C2H6,A0A6A5Q1H1,P0C0W9,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX23","P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,A0A6A5PRT8,P0CX51,P0C2H8,P05737,P0CX55,P41057,P07280,P0CX33,P0CX35,P04456,P87262,P39938,Q12690,P04650,P48589,A0A6A5PUZ5,P05747,P14120,Q08745,P05745,A0A6A5PY83,P26786,P0CX47,Q3E7X9,P49167,P0CX49,P05739,A0A6A5Q0W8,P0CX84,P32905,A0A6A5Q3Q1,P0CX41,P0CX86,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,P0C0W1,P35997,P0CX82,P0CX25,A0A6A5Q627,P10664,P05756,A0A6A5PRY4,O13516,P26783,A0A6A5PZ18,P0C0V8,P36105,P05748,P0C2H6,A0A6A5Q1H1,P0C0W9,P02407,A0A6A5PVE9,P05743,A0A6A5Q6F2,P0CH08,P0CX31,P02406,A0A6A5PU37,P26784,P0CX23",0.481,0.858,0.0875
Cryo-EM structure of yeast Lso2 bound to 80S ribosomes under native condition,3.4,EMD-11096,6z6j,"P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q3E772,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,Q02326","P38011,P05738,P05740,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q3E772,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX87,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,Q02326",0.482,0.725,0.1
Structure of the human nuclear cap-binding complex bound to NCBP3(560-620) and cap-analogue m7GpppG,3.19,EMD-16321,8by6,"Q09161,Q53F19,P52298","Q09161,Q53F19,P52298",0.483,0.839,0.08
Cryo-EM structure of the pre-mRNA-loaded DEAH-box ATPase/helicase Prp2 in complex with Spp2,3.2,EMD-30643,7dd3,"A0A6A5Q6Y7,A0A6A5Q5S8",,0.484,0.606,0.025
