title,resolution,emdb_id,fitted_pdbs,sample_info_string,xref_UNIPROTKB,RCSB_classification,Q-score
"Yeast RNA polymerase II transcription pre-initiation complex with the +1 nucleosome and NTP, complex C",6.6,EMD-14929,7zsb,"DNA-directed RNA polymerase II subunit RPB1	protein_or_peptide	0.191821578	baker's yeast_4932,General transcription and DNA repair factor IIH helicase subunit XPD	protein_or_peptide	0.089899047	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase II subunit RPB3	protein_or_peptide	0.038635883	Saccharomyces cerevisiae_4932,RNA polymerase II transcription factor B subunit 3	protein_or_peptide	0.038480745999999996	Saccharomyces cerevisiae_4932,General transcription and DNA repair factor IIH subunit TFB1	protein_or_peptide	0.073194516	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017931833999999997	baker's yeast_4932,Histone H3.2	protein_or_peptide	0.015271862999999998	Xenopus laevis_8355,General transcription and DNA repair factor IIH subunit SSL1	protein_or_peptide	0.052571215	Saccharomyces cerevisiae_4932,Transcription initiation factor IIF subunit beta	protein_or_peptide	0.046684491999999994	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	baker's yeast_4932,DNA-directed RNA polymerase II subunit RPB4	protein_or_peptide	0.025451190999999998	baker's yeast_4932,ZINC ION	ligand	6.5409e-05,Transcription initiation factor IIA subunit 2	protein_or_peptide	0.014431130999999998	Saccharomyces cerevisiae_4932,General transcription and DNA repair factor IIH subunit TFB4	protein_or_peptide	0.037778676	Saccharomyces cerevisiae_4932,MAGNESIUM ION	ligand	2.4305e-05,DNA-directed RNA polymerase II subunit RPB2	protein_or_peptide	0.138937297	baker's yeast_4932,Histone H2B 1.1	protein_or_peptide	0.013848096999999998	Xenopus laevis_8355,DNA-directed RNA polymerase II subunit RPB11	protein_or_peptide	0.013633493	baker's yeast_4932,IRON/SULFUR CLUSTER	ligand	0.00035163999999999996,General transcription and DNA repair factor IIH helicase subunit XPB	protein_or_peptide	0.095461664	Saccharomyces cerevisiae_4932,Transcription initiation factor IIE subunit alpha	protein_or_peptide	0.055951038999999994	Saccharomyces cerevisiae_4932,Transcription initiation factor IIF subunit alpha	protein_or_peptide	0.082531789	Saccharomyces cerevisiae_4932,Yeast RNA polymerase II transcription pre-initiation complex with the +1 nucleosome and NTP	complex_supramolecule	1.2	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase II subunit RPB9	protein_or_peptide	0.014308161	baker's yeast_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	baker's yeast_4932,Non-template DNA (219-MER)	dna	0.067315914	synthetic construct_32630,Transcription initiation factor IIE subunit beta	protein_or_peptide	0.037050434	Saccharomyces cerevisiae_4932,Histone H2A	protein_or_peptide	0.013978240999999999	Xenopus laevis_8355,TATA-box-binding protein	protein_or_peptide	0.028000338	Saccharomyces cerevisiae_4932,Transcription initiation factor IIA large subunit	protein_or_peptide	0.019432028999999996	Saccharomyces cerevisiae_4932,Transcription initiation factor IIB	protein_or_peptide	0.039215391	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	baker's yeast_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	baker's yeast_4932,DNA-directed RNA polymerase II subunit RPB7	protein_or_peptide	0.019909934	Saccharomyces cerevisiae_4932,General transcription and DNA repair factor IIH subunit TFB5	protein_or_peptide	0.008541787	Saccharomyces cerevisiae_4932,Histone H4	protein_or_peptide	0.011263230999999999	Xenopus laevis_8355,Template DNA (219-MER)	dna	0.067908367	synthetic construct_32630,General transcription and DNA repair factor IIH subunit TFB2	protein_or_peptide	0.058900601999999996	Saccharomyces cerevisiae_4932","P40422,P29055,P20435,P04050,P38902,P41895,P06839,Q02939,Q00578,P34087,Q12004,P08518,P02281,P20436,P32773,P32776,P41896,P84233,P06897,P27999,P62799,P20434,P36100,P32774,P16370,P13393,P22139,P20433,Q3E7C1,Q04673,P36145",TRANSCRIPTION,0.277
"Escherichia coli Rho-dependent transcription pre-termination complex containing 18 nt long RNA spacer, Mg-ADP-BeF3, and NusG; TEC part",6.5,EMD-27864,8e3f,"NT DNA	dna	0.018377828	synthetic construct_32630,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.036558679999999996	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,T DNA	dna	0.018446773	synthetic construct_32630,Escherichia coli Rho-dependent transcription pre-termination complex containing 18 nt long RNA spacer\, Mg-ADP-BeF3\, and NusG\, TEC part	complex_supramolecule		Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,RNA with 18 nt long spacer	rna	0.011075324	synthetic construct_32630,MAGNESIUM ION	ligand	2.4305e-05,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.15536678099999998	Escherichia coli_562","P0A800,P0AFG0,P0A7Z4,P0A8T7","TRANSCRIPTION, TRANSFERASE/DNA/RNA",0.158
map of the RNA polymerase lambda-based antitermination complex solved by cryo-EM,9.8,EMD-3561,5ms0,"lambdaN-dependent antitermination complex	complex_supramolecule		Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020688653999999997	Escherichia coli K-12_83333,DNAII	dna	0.011942696	Escherichia coli_562,DNAI	dna	0.008355408	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.036558679999999996	Escherichia coli_562,Antitermination protein N	protein_or_peptide	0.009877343	Escherichia phage lambda_10710,RNA transcription bubble	rna	0.004492787999999999	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.156537031	Escherichia coli K-12_83333,30S ribosomal protein S10	protein_or_peptide	0.011340066999999999	Escherichia coli K-12_83333,ZINC ION	ligand	6.5409e-05,MAGNESIUM ION	ligand	2.4305e-05,Transcription antitermination protein NusB	protein_or_peptide	0.015709967	Escherichia coli K-12_83333,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli K-12_83333,Transcription termination/antitermination protein NusA	protein_or_peptide	0.055059828	Escherichia coli K-12_83333,nascent RNA	rna	0.00933965	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.15080492199999998	Escherichia coli K-12_83333","P0AFG0,P0A780,P0AFF6,P0A7Z4,P0A8T7,P0A800,P0A7R5,P0A8V2,P03045",TRANSCRIPTION/DNA/RNA,0.069
Cryo-EM structure of E. coli RNA polymerase Elongation complex in the Transcription-Translation Complex (RNAP in an anti-swiveled conformation),7.3,EMD-29213,8fiy,"DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli K-12_83333,Cryo-EM structure of E. coli RNA polymerase Elongation complex (in the Transcription-Translation Complex) harboring a terminal mismatch	complex_supramolecule	0.4,ZINC ION	ligand	6.5409e-05,RNA	rna	0.002854782	Escherichia phage Lambda_2681611,Template DNA	dna	0.007158604	Escherichia phage Lambda_2681611,MAGNESIUM ION	ligand	2.4305e-05,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.15536678099999998	Escherichia coli K-12_83333,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.036558679999999996	Escherichia coli K-12_83333,Non-template DNA	dna	0.004497951	Escherichia phage Lambda_2681611","P0A8T7,P0A7Z4,P0A8V2",TRANSCRIPTION/DNA/RNA,0.134
"Ternary complex of RNA Pol II, transcription scaffold and Rad26",5.8,EMD-8735,5vvr,"DNA-directed RNA polymerase II subunit RPB4	protein_or_peptide	0.025451190999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB11	protein_or_peptide	0.013633493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA (TS)	dna	0.014269129	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017931833999999997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB9	protein_or_peptide	0.014308161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,ZINC ION	ligand	6.5409e-05,MAGNESIUM ION	ligand	2.4305e-05,Ternary complex of RNA Pol II\, transcription scaffold and Rad26	complex_supramolecule		Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA	rna	0.003264036	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase II subunit RPB3	protein_or_peptide	0.035330457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA repair and recombination protein RAD26	protein_or_peptide	0.12471057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA (NTS)	dna	0.014494314	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase II subunit RPB7	protein_or_peptide	0.019081053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB2	protein_or_peptide	0.138937297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB1	protein_or_peptide	0.191821578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292","P40422,P34087,P27999,P20435,P04050,P38902,P16370,P08518,P20436,P22139,P40352,P20434,P20433",TRANSCRIPTION/RNA/DNA,0.174
RNA pol II elongation complex,6.4,EMD-8737,5vvs,"DNA-directed RNA polymerase II subunit RPB4	protein_or_peptide	0.025451190999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB7	protein_or_peptide	0.019081053	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB9	protein_or_peptide	0.014308161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,ZINC ION	ligand	6.5409e-05,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,MAGNESIUM ION	ligand	2.4305e-05,DNA (NTS)	dna	0.014494314	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB11	protein_or_peptide	0.013633493	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB2	protein_or_peptide	0.138937297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase II subunit RPB1	protein_or_peptide	0.191821578	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA (TS)	dna	0.014269129	Saccharomyces cerevisiae_4932,Binary complex of RNA Pol II and transcription scaffold	complex_supramolecule		Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017931833999999997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA	rna	0.003264036	Saccharomyces cerevisiae_4932,DNA-directed RNA polymerase II subunit RPB3	protein_or_peptide	0.035330457	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292","P40422,P34087,P27999,P20435,P04050,P38902,P16370,P08518,P20436,P22139,P20434,P20433",TRANSCRIPTION/RNA/DNA,0.184
"Escherichia coli transcription-translation complex B (TTC-B) containing an 24 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",7,EMD-22192,6xii,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007286464	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.014393657	Escherichia coli_562,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L11	protein_or_peptide	0.014894362	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L10	protein_or_peptide	0.017736596	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L7/L12	protein_or_peptide	0.012309155	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,NT DNA	dna	0.01104211	synthetic construct_32630,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,T DNA	dna	0.010956012	synthetic construct_32630,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,Escherichia coli transcription-translation complex B (TTC-B) containing an 24 nt long mRNA spacer\, NusG\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,mRNA with 24 nt long spacer	rna	0.012912316	synthetic construct_32630,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155366781	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0A7J3,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7K2,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7J7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7",TRANSCRIPTION/TRANSLATION,0.036
"Escherichia coli transcription-translation complex B (TTC-B) containing an 30 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",5,EMD-22181,6xgf,"50S ribosomal protein L23	protein_or_peptide	0.01122216	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.01488627	Escherichia coli_562,50S ribosomal protein L35	protein_or_peptide	0.007313032	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.009005472	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.02678167	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150820875	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013528024	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007286464	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.014393657	Escherichia coli_562,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014146557	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L11	protein_or_peptide	0.014894362	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006388631	Escherichia coli_562,50S ribosomal protein L10	protein_or_peptide	0.017736596	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,23S rRNA	rna	0.941635438	Escherichia coli_562,ZINC ION	ligand	6.5409e-05,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.020560523	Escherichia coli_562,50S ribosomal protein L27	protein_or_peptide	0.00914654	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012794668	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029923619	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.01133925	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.00655482	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011755597	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023514199	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008524039	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.01160656	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.010249547	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.013870975	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010290816	Escherichia coli_562,Escherichia coli transcription-translation complex B (TTC-B) containing an 30 nt long mRNA spacer\, NusG\, and fMet-tRNAs at E-site and P-site	complex_supramolecule		Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007887117	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.017629398	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L7/L12	protein_or_peptide	0.012309155	Escherichia coli_562,mRNA with 30 nt long spacer	rna	0.014136979	synthetic construct_32630,30S ribosomal protein S20	protein_or_peptide	0.009708464	Escherichia coli_562,50S ribosomal protein L5	protein_or_peptide	0.020333611	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,NT DNA	dna	0.01104211	synthetic construct_32630,30S ribosomal protein S13	protein_or_peptide	0.013128467	Escherichia coli_562,T DNA	dna	0.010956012	synthetic construct_32630,50S ribosomal protein L32	protein_or_peptide	0.006463445	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.026031316	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013159278	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.03655868	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013768157	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.015727512	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018932791	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.020055156	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.010455355	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.155366781	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.009027551	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009724491	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0A7J3,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7K2,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7J7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7",TRANSCRIPTION/TRANSLATION,0.157
Cryo-EM structure of RNA polymerase I in complex with Rrn3 and Core Factor (Orientation I),7.7,EMD-3592,5n60,"DNA-directed RNA polymerases I and III subunit RPAC2	protein_or_peptide	0.01616786	Baker's yeast_559292,DNA-directed RNA polymerase I subunit RPA43	protein_or_peptide	0.036264852	Baker's yeast_559292,DNA-directed RNA polymerases I and III subunit RPAC1	protein_or_peptide	0.037732613	Baker's yeast_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC2	protein_or_peptide	0.017931834	Baker's yeast_559292,RNA polymerase I-specific transcription initiation factor RRN7	protein_or_peptide	0.060435195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA polymerase I	complex_supramolecule	0.59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Initiation factor Rrn3	complex_supramolecule	0.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA polymerase I-specific transcription initiation factor RRN11	protein_or_peptide	0.059334262	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC3	protein_or_peptide	0.016525363	Baker's yeast_559292,RNA polymerase I-specific transcription initiation factor RRN6	protein_or_peptide	0.102163227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerase I subunit RPA190	protein_or_peptide	0.186676969	Baker's yeast_559292,RNA polymerase I in complex with Rrn3 and Core Factor	complex_supramolecule	,ZINC ION	ligand	6.5409e-05,DNA-directed RNA polymerase I subunit RPA49	protein_or_peptide	0.046721707	Baker's yeast_559292,DNA-directed RNA polymerase I subunit RPA12	protein_or_peptide	0.013676566	Baker's yeast_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC4	protein_or_peptide	0.007729969	Baker's yeast_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC1	protein_or_peptide	0.025117094	Baker's yeast_559292,DNA-directed RNA polymerase I subunit RPA14	protein_or_peptide	0.014599128	Baker's yeast_559292,DNA-directed RNA polymerase I subunit RPA34	protein_or_peptide	0.026933518	Baker's yeast_559292,RNA polymerase I-specific transcription initiation factor RRN3	protein_or_peptide	0.072458258	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Core Factor	complex_supramolecule	0.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,DNA-directed RNA polymerases I\, II\, and III subunit RPABC5	protein_or_peptide	0.008290732	Baker's yeast_559292,DNA-directed RNA polymerase I subunit RPA135	protein_or_peptide	0.135910328	Baker's yeast_559292","P40422,P20435,P46669,P28000,P10964,P32786,P20436,Q01080,Q04712,P22139,P47006,P20434,P40992,P22138,P36070,P50106,P07703,P32529",TRANSFERASE,0.102
Visualization of a polytopic membrane protein egressing from the SecY complex - Electron cryo-microscopy of an tightly coupled RNC-SecY complex,7.28,EMD-2446,5abb,"70S-Ribosome	complex_supramolecule		Escherichia coli_562,SecY	protein_or_peptide		Escherichia coli_562,TnaC stalled E.coli ribosome in complex with SecYE	sample_supramolecule	,SecE	protein_or_peptide		Escherichia coli_562","B7MIW7,P0AGA2",TRANSLATION,0.033
