emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
EMD-11395,"Human mitochondrial ribosome in complex with mRNA, A/P-tRNA and P/E-tRNA",5.0,6zse,"Q8TAE8,P82921,Q9BYD2,Q9BYD3,Q9BZE1,P82933,P51398,Q9NX20,Q7Z2W9,Q9BYC9,O60783,Q9NWU5,Q96A35,P82675,Q7Z7H8,Q9NRX2,Q9HD33,Q9Y2R5,P82650,Q9Y6G3,Q86TS9,Q9P0J6,Q9BRJ2,Q92552,Q5T653,Q96EL2,Q9NVS2,Q9BYC8,Q9Y3D3,Q9P0M9,Q13405,P82930,P49406,Q9NZE8,Q9NWT8,Q4U2R6,Q96EL3,Q9BYN8,Q6P161,Q9H2W6,Q9BQ48,Q14197,Q96EY7,Q9Y2Q9,P09001,Q9P015,P82912,Q96BP2,Q9Y3D5,Q9Y291,P82932,P82663,Q9Y3D9,P82914,Q6P1L8,Q9Y676,Q9Y399,P82664,Q9BYD1,Q7Z7F7,O15235,Q9Y2R9,Q9H0U6,P52815,Q9BQC6,Q96DV4,Q96GC5,O75394,Q8TCC3,Q9NYK5,Q8N5N7,P82673,Q8IXM3,Q92665,Q9Y3B7,Q16540,Q9NQ50,Q9H9J2,Q9NP92,Q13084,Q8N983","Q8TAE8,P82921,Q9BYD2,Q9BYD3,Q9BZE1,P82933,P51398,Q9NX20,Q7Z2W9,Q9BYC9,O60783,Q9NWU5,Q96A35,P82675,Q7Z7H8,Q9NRX2,Q9HD33,Q9Y2R5,P82650,Q9Y6G3,Q86TS9,Q9P0J6,Q9BRJ2,Q92552,Q5T653,Q96EL2,Q9NVS2,Q9BYC8,Q9Y3D3,Q9P0M9,Q13405,P82930,P49406,Q9NZE8,Q9NWT8,Q4U2R6,Q96EL3,Q9BYN8,Q6P161,Q9H2W6,Q9BQ48,Q14197,Q96EY7,Q9Y2Q9,P09001,Q9P015,P82912,Q96BP2,Q9Y3D5,Q9Y291,P82932,P82663,Q9Y3D9,P82914,Q6P1L8,Q9Y676,Q9Y399,P82664,Q9BYD1,Q7Z7F7,O15235,Q9Y2R9,Q9H0U6,P52815,Q9BQC6,Q96DV4,Q96GC5,O75394,Q8TCC3,Q9NYK5,Q8N5N7,P82673,Q8IXM3,Q92665,Q9Y3B7,Q16540,Q9NQ50,Q9H9J2,Q9NP92,Q13084,Q8N983"
EMD-0951,Cryo-EM structure of 90S small subunit preribosomes in transition states (State C),8.6,6lqr,"P0CX39,Q12499,Q06506,Q05946,P0CX37,Q02354,P32899,Q12460,Q99207,Q06287,Q06512,P0CX29,P34247,P06367,P33750,P0CX31,Q05498,Q05022,P53941,P35194,P53254,Q04500,Q06631,Q04305,Q3E7X9,P15646,P0CX51,P42945,Q12136,Q08096,P47083,P53276,P53914,Q08492,O13516,P48234,P33442,P0CX47,Q08965,P38882,Q12220,Q02931,P40079,P26783,P40362,P35997,Q06679,P26786,P25368,Q04177,P40055,P05756,P38333,P39990,P0CX35,Q3E7Y3,P25635,Q06078,Q12035","P0CX39,Q12499,Q06506,Q05946,P0CX37,Q02354,P32899,Q12460,Q99207,Q06287,Q06512,P0CX29,P34247,P06367,P33750,P0CX31,Q05498,Q05022,P53941,P35194,P53254,Q04500,Q06631,Q04305,Q3E7X9,P15646,P0CX51,P42945,Q12136,Q08096,P47083,P53276,P53914,Q08492,O13516,P48234,P33442,P0CX47,Q08965,P38882,Q12220,Q02931,P40079,P26783,P40362,P35997,Q06679,P26786,P25368,Q04177,P40055,P05756,P38333,P39990,P0CX35,Q3E7Y3,P25635,Q06078,Q12035"
EMD-10773,Structure of a human 48S translational initiation complex - eIF3bgi,6.0,6ybt,"P55884,Q13347,Q14152","P55884,Q13347,Q14152"
EMD-21483,Escherichia coli transcription-translation complex D2 (TTC-D2) containing mRNA with a 27 nt long spacer,8.9,6vz3,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-22193,"Escherichia coli transcription-translation complex A (TTC-A) containing an 24 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",8.0,6xij,"P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422","P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422"
EMD-21476,"Escherichia coli transcription-translation complex C5 (TTC-C5) containing mRNA with a 21 nt long spacer, NusG, and fMet-tRNAs at E-site and P-site",9.9,6vyy,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-22181,"Escherichia coli transcription-translation complex B (TTC-B) containing an 30 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",5.0,6xgf,"P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21475,"Escherichia coli transcription-translation complex C4 (TTC-C4) containing mRNA with a 21 nt long spacer, transcription factor NusG, and fMet-tRNAs at P-site and E-site",9.9,6vyx,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21477,"Escherichia coli transcription-translation complex C6 (TTC-C6) containing mRNA with a 21 nt long spacer, NusA, and fMet-tRNAs at E-site and P-site",9.9,6vyz,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-22192,"Escherichia coli transcription-translation complex B (TTC-B) containing an 24 nt long mRNA spacer, NusG, and fMet-tRNAs at E-site and P-site",7.0,6xii,"P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0A7J3,P0A7K2,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7J7,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21474,"Escherichia coli transcription-translation complex C3 (TTC-C3) containing mRNA with a 27 nt long spacer, NusG, and fMet-tRNAs at E-site and P-site",7.0,6vyw,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21485,"Escherichia coli transcription-translation complex D3 (TTC-D3) containing mRNA with a 21 nt long spacer, NusG, and fMet-tRNAs at E-site and P-site",8.9,6vz5,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21486,"Escherichia coli transcription-translation complex C1 (TTC-C1) containing a 27 nt long mRNA spacer, NusG, and fMet-tRNAs at P-site and E-site",7.0,6vz7,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-21472,Escherichia coli transcription-translation complex C2 (TTC-C2) containing a 27 nt long mRNA spacer,7.0,6vyu,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P68919,P0A7Q1,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7Q6,P0A7T7,P0A7M2,P0ADZ0,P0AFG0,P0A7V3,P0A8T7,P0A7U7,P0AG67,P0A7S3,P62399,P02413,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0A7N4,P61175,P60624,P0A7V8,P0AA10,P0A7W1,P0AG51,P0A7M9,P0A7M6,P0AG44,P0AG48,P0A7L3,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422,P0A800"
EMD-30110,"Eukaryotic pre-60S ribosomal subunit from Saccharomyces cerevisiae rpf2delta255-344 strain, C1 state at 6 Angstroms resolution.",6.0,,,
EMD-22209,Structure of bovine 55S mitochondrial ribosome,6.8,,,
EMD-21696,SD-like state of human 26S Proteasome with non-cleavable M1-linked hexaubiquitin and E3 ubiquitin ligase E6AP/UBE3A,5.7,6wjn,"P28066,Q15008,P28070,Q9UNM6,Q99460,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,P55036,P49720,P62191,O00487,O43242,P60900,P28074,P60896,P25786,P25789,P17980,P62333,P35998,P62195,P43686","P28066,Q15008,P28070,Q9UNM6,Q99460,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,P55036,P49720,P62191,O00487,O43242,P60900,P28074,P60896,P25786,P25789,P17980,P62333,P35998,P62195,P43686"
EMD-10872,30S ribosome subunit deposited using the chameleon (54 ms delay),7.1,,,
EMD-10871,30S ribosome subunit deposited by spraying (13 ms delay),9.4,,,
EMD-10873,30S ribosome subunit deposited using the chameleon (200 ms delay),6.8,,,
EMD-10875,50S ribosome subunit deposited by spraying (13 ms delay),5.1,,,
EMD-10880,70S ribosome deposited using the chameleon (54 ms delay),5.8,,,
EMD-10879,70S ribosome deposited by spraying (13 ms delay),8.9,,,
EMD-10874,30S ribosome subunit prepared by blotting,6.8,,,
EMD-10882,70S ribosome prepared by blotting,5.1,,,
EMD-22143,Cryo-EM structure of NusG-CTD bound to 70S ribosome,6.8,6xe0,"P68679,P0A7X3,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0AFG0,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9","P68679,P0A7X3,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0AFG0,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9"
EMD-20111,Separating distinct macromolecular assemblies from cryo-EM images,5.4,,,
EMD-10265,Structure of E. coli 70S ribosome determined at 100 keV,7.0,,,
EMD-0529,Purified ribosome - A complete data processing workflow for CryoET and subtomogram averaging,8.4,,,
EMD-10132,cryo-EM structure of mTORC1 bound to PRAS40-fused active RagA/C GTPases,5.5,6sb0,"Q7L523,Q96B36,Q9HB90,Q9BVC4,Q8N122,P42345","Q7L523,Q96B36,Q9HB90,Q9BVC4,Q8N122,P42345"
EMD-10133,cryo-EM structure of mTORC1 bound to active RagA/C GTPases,6.2,6sb2,"Q7L523,Q9HB90,Q9BVC4,Q8N122,P42345","Q7L523,Q9HB90,Q9BVC4,Q8N122,P42345"
EMD-10074,SecA in complex with ribosome nascent chain,5.7,,,
EMD-10211,Subtomogram average of E. coli 70S ribosome from FISE tilt series,9.0,,,
EMD-10054,"Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum, state C",7.1,6rxx,"G0RY17,G0S9M9,G0S273,G0SFL1,G0S387,G0SF93,G0S9I7,G0SHI0,G0SBN9,G0S612,G0S2U4,G0S7T8,G0SG51,G0S1S4,G0SHP3,G0S0Z4,G0S1Z0,G0S3T2,G0RZL9,G0SDB8,G0S902,G0RYX2,G0SG95,G0SCS8,G0RZ99,G0S5J4,G0SDW0,G0SEI5,G0S0B1,G0S872,G0S4H3,G0S5F1,G0S8Y4,G0SFK8,G0S5L1,P0CT47,G0RY43,G0S8C4,G0SE90,G0SAJ6,G0S445,G0RY45,G0S3V7,G0S1A6,G0SCT7,G0SGY2,G0S4E3,G0SBR7,G0S2E0,G0RZM9,G0SF32,G0RY94,G0RYF6,P0CU28,G0SGM0,G0SF00,G0SDL4,G0S6J7,G0RZL4,G0SAY9","G0RY17,G0S9M9,G0S273,G0SFL1,G0S387,G0SF93,G0S9I7,G0SHI0,G0SBN9,G0S612,G0S2U4,G0S7T8,G0SG51,G0S1S4,G0S0Z4,G0S1Z0,G0S3T2,G0RZL9,G0SDB8,G0S902,G0RYX2,G0SG95,G0SCS8,G0RZ99,G0S5J4,G0SDW0,G0SEI5,G0S0B1,G0S872,G0S4H3,G0S5F1,G0S8Y4,G0SFK8,P0CT47,G0RY43,G0S8C4,G0SE90,G0SAJ6,G0S445,G0RY45,G0S3V7,G0S1A6,G0SCT7,G0SGY2,G0S4E3,G0SBR7,G0S2E0,G0RZM9,G0SF32,G0RY94,G0RYF6,P0CU28,G0SGM0,G0SF00,G0SDL4,G0S6J7,G0RZL4,G0SAY9"
EMD-10051,"Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum, state A",7.0,6rxt,"G0RY17,G0S273,G0S9M9,G0SFL1,G0S387,G0SF93,G0S9I7,G0SHI0,G0SBN9,G0S2U4,G0S612,G0S7T8,G0SG51,G0S0Z4,G0S1Z0,G0S3T2,G0RZL9,G0RYX2,G0SG95,G0SCS8,G0RZ99,G0S5J4,G0S7X0,G0SDW0,G0SEI5,G0S0B1,G0S872,G0S4H3,G0S5F1,G0S8Y4,G0S5L1,P0CT47,G0S8C4,G0SE90,G0S445,G0S3V7,G0SCT7,G0SGY2,G0S4E3,G0SBR7,G0RZM9,G0SF32,G0RY94,G0RYF6,G0SGM0,G0SDL4,G0S6J7,G0RZL4,G0SAY9","G0RY17,G0S273,G0S9M9,G0SFL1,G0S387,G0SF93,G0S9I7,G0SHI0,G0SBN9,G0S2U4,G0S612,G0S7T8,G0SG51,G0S0Z4,G0S1Z0,G0S3T2,G0RZL9,G0RYX2,G0SG95,G0SCS8,G0RZ99,G0S5J4,G0S7X0,G0SDW0,G0SEI5,G0S0B1,G0S872,G0S4H3,G0S5F1,G0S8Y4,P0CT47,G0S8C4,G0SE90,G0S445,G0S3V7,G0SCT7,G0SGY2,G0S4E3,G0SBR7,G0RZM9,G0SF32,G0RY94,G0RYF6,G0SGM0,G0SDL4,G0S6J7,G0RZL4,G0SAY9"
EMD-4743,Ribosome-bound SecYEG translocon in a nanodisc,6.0,6r7l,"P0AGA2,A0A377BMD6","P0AGA2,A0A377BMD6"
