emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
EMD-11301,SARS-CoV-2 Nsp1 bound to a pre-40S-like ribosome complex,3,6zmt,"P62241,P62851,P62753,P62273,P62847,P39019,P61247,P62263,P62244,P63220,Q2NL82,P0DTD1,P08708,P62266,P08865,P62701,P63244,P62081,P23396,P62280,P46783,P25398,P62861,P62841,P46782,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P60866,P46781","P62241,P62851,P62753,P62273,P62847,P39019,P61247,P62263,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62701,P63244,P62081,P23396,P62280,P46783,P25398,P62861,P62841,P46782,P15880,P62857,P42677,P62277,P62249,P62269,P62979,P60866,P46781",0.489,0.847,0.038
EMD-10907,Structure of the P+9 ArfB-ribosome complex with P/E hybrid tRNA in the post-hydrolysis state,3.2,6yst,"A0A024L8R9,C3SR57,A0A0H3ENK5,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,C3SQX2,P0AG44,C3SR52,P0A7N9,A0A073UC57,P0A7K6,C3SFP7,Q8WSY8,P0C018,P0AA10,C3SR27,P0A7N4,P0A7Q6,P60422,C3SR62,A0A5Q2GFB5,C3SSQ7,C3TRH7,C3SYP2,P0ADY7,C3SQW2,C3STZ7,P0AG48,P60438,P0A7L3,P0A7M6,P0A7R1,P60723,C3SQY7,P0A7Q1,C3TPN2,C3SRY2,P0ADZ0,U9XX47,I2X5X6,I2UHF1,P0ADY3,C3SR12,P0A7J7,P62399,P61175,C3SQT7,P60624,P68919","A0A024L8R9,C3SR57,A0A0H3ENK5,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,C3SQX2,P0AG44,C3SR52,P0A7N9,P0A7K6,C3SFP7,Q8WSY8,P0C018,P0AA10,C3SR27,P0A7N4,P0A7Q6,P60422,C3SR62,C3SSQ7,C3TRH7,C3SYP2,P0ADY7,C3SQW2,C3STZ7,P0AG48,P60438,P0A7L3,P0A7M6,P0A7R1,P60723,C3SQY7,P0A7Q1,C3TPN2,C3SRY2,P0ADZ0,U9XX47,I2UHF1,P0ADY3,C3SR12,P0A7J7,P62399,P61175,C3SQT7,P60624,P68919",0.471,0.999,0.03
EMD-11299,SARS-CoV-2 Nsp1 bound to the human LYAR-80S-eEF1a ribosome complex,3.1,6zmo,"P46777,P61313,P62273,P62847,P47914,P62263,Q9NX58,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,P0DTD1,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P68104,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,Q9NX58,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P68104,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866",0.519,0.875,0.05
EMD-11289,SARS-CoV-2 Nsp1 bound to the human CCDC124-80S-eERF1 ribosome complex,3,6zme,"P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P61221,P32969,P0DTD1,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P62495,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,P30050,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P05388,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P61221,P32969,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P62495,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866",0.52,0.875,0.05
EMD-9964,3.4 angstrom cryo-EM structure of yeast 90S small subunit preribosome,3.4,6ke6,"P38333,P39990,P47083,P25586,P0CX37,P40362,P36144,P0CX31,Q04305,P32899,Q08492,P40079,Q3E7Y3,Q05498,Q06679,Q02354,P25368,P48234,Q06078,P40055,P26786,P38882,P42945,Q05946,P48589,O13516,Q12220,P53254,P40546,P33442,Q3E7X9,Q12035,Q04500,P53941,P05756,Q06287,P53276,P0CX51,P35997,Q06506,Q12460,P33750,Q08965,P0CX47,P53914,P0CX35,Q12136,P0CX39,Q12499,P25635,P35194,Q99207,Q06512,P26783,Q08096,P06367,P0CX29,Q02931,Q04177,P0CX55,P34247,P15646","P38333,P39990,P47083,P25586,P0CX37,P40362,P36144,P0CX31,Q04305,P32899,Q08492,P40079,Q3E7Y3,Q05498,Q06679,Q02354,P25368,P48234,Q06078,P40055,P26786,P38882,P42945,Q05946,P48589,O13516,Q12220,P53254,P40546,P33442,Q3E7X9,Q12035,Q04500,P53941,P05756,Q06287,P53276,P0CX51,P35997,Q06506,Q12460,P33750,Q08965,P0CX47,P53914,P0CX35,Q12136,P0CX39,Q12499,P25635,P35194,Q99207,Q06512,P26783,Q08096,P06367,P0CX29,Q02931,Q04177,P0CX55,P34247,P15646",0.427,0.574,0.016
EMD-11325,SARS-CoV-2 Nsp1 bound to a human 43S preinitiation ribosome complex - state 1,3,6zon,"Q14152,P62241,P62851,O00303,P62753,P62273,P62847,P39019,P60228,P61247,P62263,O15371,Q9Y262,P62244,P63220,P0DTD1,P08708,P62266,Q99613,P08865,P62854,Q7L2H7,P62701,Q13347,P63244,P62081,P62280,P23396,P46783,O15372,Q9UBQ5,P55884,P62945,P62861,P25398,P46782,P15880,P62841,P62857,P42677,P62277,P62249,P62269,P62979,P60866,P46781","Q14152,P62241,P62851,O00303,P62753,P62273,P62847,P39019,P60228,P61247,P62263,O15371,Q9Y262,P62244,P63220,P08708,P62266,Q99613,P08865,P62854,Q7L2H7,P62701,Q13347,P63244,P62081,P62280,P23396,P46783,O15372,Q9UBQ5,P55884,P62945,P62861,P25398,P46782,P15880,P62841,P62857,P42677,P62277,P62249,P62269,P62979,P60866,P46781",0.383,0.646,0.03
EMD-11096,Cryo-EM structure of yeast Lso2 bound to 80S ribosomes under native condition,3.4,6z6j,"P0C0W1,Q12690,Q01855,P0CX37,P38701,P0CX31,P14126,P04650,P10664,Q3E772,Q02326,P05745,P05743,P26784,P39939,P38011,P05748,P26786,P32905,P05738,P0CX23,P0C2H6,P48589,O13516,P0C0V8,P0CX84,P05740,P87262,P33442,Q3E7X9,Q08745,P0C0W9,P05756,P0CX45,P05737,P05747,P0CX82,P38061,P05744,P49167,P0C2H8,P0CX51,P35997,P05749,P0CX41,P0CX47,P17076,P02406,P07280,P0CX35,P49166,P0CX39,P04449,P04456,P0CX33,P0CX87,P25443,Q3E792,P41057,P14120,P0CX27,P41805,P26783,P06367,P0CX29,P36105,P0CX55,P05759,P05750,P0CH08,P02407,Q02753,P0CX49,P26321,P0CX25","P0C0W1,Q12690,Q01855,P0CX37,P38701,P0CX31,P14126,P04650,P10664,Q3E772,Q02326,P05745,P05743,P26784,P39939,P38011,P05748,P26786,P32905,P05738,P0CX23,P0C2H6,P48589,O13516,P0C0V8,P0CX84,P05740,P87262,P33442,Q3E7X9,Q08745,P0C0W9,P05756,P0CX45,P05737,P05747,P0CX82,P38061,P05744,P49167,P0C2H8,P0CX51,P35997,P05749,P0CX41,P0CX47,P17076,P02406,P07280,P0CX35,P49166,P0CX39,P04449,P04456,P0CX33,P0CX87,P25443,Q3E792,P41057,P14120,P0CX27,P41805,P26783,P06367,P0CX29,P36105,P0CX55,P05759,P05750,P0CH08,P02407,Q02753,P0CX49,P26321,P0CX25",0.482,0.725,0.1
EMD-11098,Cryo-EM structure of human CCDC124 bound to 80S ribosomes,3,6z6l,"P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,Q02878,P84098,P62891,P63173,P32969,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,J3KQN4,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,Q02543,P62854,P62701,P62913,Q96CT7,P36578,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,Q02878,P84098,P62891,P63173,P32969,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,J3KQN4,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866",0.499,0.996,0.005
EMD-11310,SARS-CoV-2 Nsp1 bound to a pre-40S-like ribosome complex - state 2,3.2,6zn5,"P62241,P62851,P62753,P62273,P62847,P39019,P61247,P62263,P62244,P63220,Q2NL82,P0DTD1,P08708,P62266,P08865,P62854,P62701,P63244,P62081,P23396,P62280,P46783,P25398,P62861,P62841,P46782,P15880,Q5RKT7,P62857,P42677,P62277,P62249,P62269,P60866,P46781","P62241,P62851,P62753,P62273,P62847,P39019,P61247,P62263,P62244,P63220,Q2NL82,P08708,P62266,P08865,P62854,P62701,P63244,P62081,P23396,P62280,P46783,P25398,P62861,P62841,P46782,P15880,Q5RKT7,P62857,P42677,P62277,P62249,P62269,P60866,P46781",0.514,0.826,0.038
EMD-10836,"Rix1-Rea1 pre-60S particle - Rix1-subcomplex, body 3 (rigid body refinement)",3.3,6yle,"P53877,A6ZSZ4,P38883","P53877,A6ZSZ4,P38883",0.496,0.555,0.025
EMD-10838,"Rix1-Rea1 pre-60S particle - 60S core, body 1 (rigid body refinement)",3,6ylg,"P40078,P14126,P05745,P05743,P26784,P05748,P53742,P05738,P0CX23,P0C2H6,P40010,P0CX84,P05740,P53313,P0C0W9,Q08004,P0CX45,P05737,Q07915,P0CX82,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P53188,P0CX43,P17076,P02406,P47019,Q03862,P04456,Q12522,P14120,P0CX53,P0CX25,P36105,P38803,Q02892,P10664,P0CX49,P33201","P40078,P14126,P05745,P05743,P26784,P05748,P53742,P05738,P0CX23,P0C2H6,P40010,P0CX84,P05740,P53313,P0C0W9,Q08004,P0CX45,P05737,Q07915,P0CX82,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P53188,P0CX43,P17076,P02406,P47019,Q03862,P04456,Q12522,P14120,P0CX53,P0CX25,P36105,P38803,Q02892,P10664,P0CX49,P33201",0.545,0.806,0.02
EMD-10839,Rix1-Rea1 pre-60S particle - full composite structure,3.1,6ylh,"P40078,P14126,P53877,P05745,Q12019,P05743,P26784,P05748,P53742,P05738,P0CX23,P0C2H6,P40010,P0CX84,P05740,P53313,P0C0W9,Q08004,P0CX45,P05737,Q07915,P0CX82,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P38883,P53188,P0CX43,P17076,P02406,P47019,Q03862,P04456,Q12522,P14120,P0CX53,P0CX25,P36105,P38803,Q02892,P10664,P0CX49,P33201","P40078,P14126,P53877,P05745,P05743,P26784,P05748,P53742,P05738,P0CX23,P0C2H6,P40010,P0CX84,P05740,P53313,P0C0W9,Q08004,P0CX45,P05737,Q07915,P0CX82,P05744,P49167,P0C2H8,P38202,P05749,P0CX41,P38883,P53188,P0CX43,P17076,P02406,P47019,Q03862,P04456,Q12522,P14120,P0CX53,P0CX25,P36105,P38803,Q02892,P10664,P0CX49,P33201",0.512,0.677,0.025
EMD-10842,pre-60S State NE2 (TAP-Flag-Nop53),3.8,6yly,"P33201,P40078,P14126,P05745,P05743,P26784,P05748,P53927,P05738,P0CX23,P53261,P0C2H6,P40010,P0CX84,P05740,P38779,Q12080,Q08004,P0CX45,P05737,Q07915,P0CX82,P49167,P05744,P0C2H8,P38202,P05749,P0CX41,P02406,P17076,P04456,Q12522,P14120,P40693,P36105,Q02892,P10664,P0CX49,P0CX25","P33201,P40078,P14126,P05745,P05743,P26784,P05748,P53927,P05738,P0CX23,P53261,P0C2H6,P40010,P0CX84,P05740,P38779,Q12080,Q08004,P0CX45,P05737,Q07915,P0CX82,P49167,P05744,P0C2H8,P38202,P05749,P0CX41,P02406,P17076,P04456,Q12522,P14120,P40693,P36105,Q02892,P10664,P0CX49,P0CX25",0.392,0.806,0.04
EMD-10841,pre-60S State NE1 (TAP-Flag-Nop53),3.9,6ylx,"P40078,P14126,P05745,P05743,P26784,P05748,P53927,P05738,P0CX23,P53261,P0C2H6,P40010,P0CX84,P38779,P05740,Q12080,Q07915,P05737,P0CX82,P05744,P49167,P25582,P0C2H8,P38202,P05749,P0CX41,P17076,P02406,P04456,Q12522,P14120,P40693,P36105,Q02892,P10664,P0CX49,P33201","P40078,P14126,P05745,P05743,P26784,P05748,P53927,P05738,P0CX23,P53261,P0C2H6,P40010,P0CX84,P38779,P05740,Q12080,Q07915,P05737,P0CX82,P05744,P49167,P25582,P0C2H8,P38202,P05749,P0CX41,P17076,P02406,P04456,Q12522,P14120,P40693,P36105,Q02892,P10664,P0CX49,P33201",0.384,0.673,0.055
EMD-11099,"Cryo-EM structure of human 80S ribosomes bound to EBP1, eEF2 and SERBP1",3.1,6z6m,"P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,Q02543,P62854,P62701,P62913,P36578,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P13639,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866","P46777,P61313,P62273,P62847,P47914,P62263,P08708,P62266,Q02543,P62854,P62701,P62913,P36578,P46776,P62750,P50914,P62857,P46778,P61353,P61254,P46781,P26373,P62241,P62917,Q9UQ80,P39023,P18621,P63220,P49207,P40429,Q96L21,P46782,P62841,P83881,Q02878,P84098,P62891,P63173,P32969,Q8NC51,P61927,P62888,P62081,P23396,P62280,P46783,P25398,P62861,P62987,P62899,P62249,P62277,P62424,P62979,Q9Y3U8,Q07020,P42766,P62851,P62753,P39019,P18124,P61247,P35268,P62244,P13639,P62829,P08865,P63244,P62910,P61513,P46779,P62945,P15880,P83731,P42677,P62906,P18077,P62269,P60866",0.474,0.994,0.005
EMD-11097,Cryo-EM structure of yeast reconstituted Lso2 bound to 80S ribosomes,3.4,6z6k,"P0C0W1,Q12690,Q01855,P0CX37,P38701,P0CX31,P14126,P04650,P10664,Q3E772,Q02326,P05745,P0CX49,P05743,P26784,P39939,P38011,P05748,P26786,P32905,P05738,P0CX23,P0C2H6,P48589,O13516,P0C0V8,P0CX84,P05740,P87262,P33442,Q3E7X9,P0CX86,Q08745,P0C0W9,P05756,P0CX45,P05737,P05747,P0CX82,P38061,P05744,P49167,P0C2H8,P0CX51,P35997,P05749,P0CX41,P0CX47,P17076,P02406,P07280,P0CX35,P49166,P0CX39,P04449,P04456,P0CX33,P25443,Q3E792,P41057,P14120,P0CX27,P41805,P06367,P0CX29,P36105,P0CX55,P05759,P05750,P0CH08,P02407,Q02753,A0A1L4AA68,P26321,P0CX25","P0C0W1,Q12690,Q01855,P0CX37,P38701,P0CX31,P14126,P04650,P10664,Q3E772,Q02326,P05745,P0CX49,P05743,P26784,P39939,P38011,P05748,P26786,P32905,P05738,P0CX23,P0C2H6,P48589,O13516,P0C0V8,P0CX84,P05740,P87262,P33442,Q3E7X9,P0CX86,Q08745,P0C0W9,P05756,P0CX45,P05737,P05747,P0CX82,P38061,P05744,P49167,P0C2H8,P0CX51,P35997,P05749,P0CX41,P0CX47,P17076,P02406,P07280,P0CX35,P49166,P0CX39,P04449,P04456,P0CX33,P25443,Q3E792,P41057,P14120,P0CX27,P41805,P06367,P0CX29,P36105,P0CX55,P05759,P05750,P0CH08,P02407,Q02753,A0A1L4AA68,P26321,P0CX25",0.494,0.834,0.03
EMD-10480,"Structure of complete, activated transcription complex Pol II-DSIF-PAF-SPT6 uncovers allosteric elongation activation by RTF1 (Map 1)",3.1,6ted,"A0A287ADR4,Q8N7H5,Q6P1J9,I3LCH3,Q7KZ85,Q9GZS3,Q92541,Q6PD62,P63272,I3LGP4,I3LSI7,I3LCB2,Q8WVC0,A0A4X1VEK9,P60899,O00267","A0A287ADR4,Q8N7H5,Q6P1J9,I3LCH3,Q7KZ85,Q9GZS3,Q92541,Q6PD62,P63272,I3LGP4,I3LSI7,I3LCB2,Q8WVC0,A0A4X1VEK9,P60899,O00267",0.338,0.481,0.022
EMD-22259,Human 20S proteasome bound to an engineered 11S (PA26) activator,3,6xmj,"P28066,P25789,P25786,O14818,P28074,Q9U8G2,P25787,P25788,Q99436,P28072,P20618,P49721,P28070,P60900,P49720","P28066,P25789,P25786,O14818,P28074,Q9U8G2,P25787,P25788,Q99436,P28072,P20618,P49721,P28070,P60900,P49720",0.584,0.707,0.08
EMD-10778,55S mammalian mitochondrial ribosome with mtEFG1 and P site fMet-tRNAMet (POST),3,6ydp,"A0A286ZJR2,I3LN63,A0A287BMP0,A0A4X1V2H3,A0A287BMZ6,F1SR64,A0A4X1TLP9,A0A0M3KL55,Q767K8,A0A287BQA1,A0A4X1TXR4,A0A286ZXA6,A0A0M3KL56,A0A287A731,F1RHJ1,A0A286ZJ25,F1RI89,F1S9B7,Q96RP9,A0A8D1MIP3,I3LTC4,A0A286ZTW8","A0A286ZJR2,I3LN63,A0A287BMP0,A0A4X1V2H3,A0A287BMZ6,F1SR64,A0A4X1TLP9,A0A0M3KL55,Q767K8,A0A287BQA1,A0A4X1TXR4,A0A286ZXA6,A0A0M3KL56,A0A287A731,F1RHJ1,A0A286ZJ25,F1RI89,F1S9B7,Q96RP9,I3LTC4,A0A286ZTW8",0.484,0.787,0.045
EMD-21628,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure III-B),3.7,6wd9,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,E0J6I2,D6I1Y5,D7Z9F6,D7Z9G3,A0A1X3KX08,I2X0X3,D6I3M6,F4SQ43,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,I2XAW2,U9YFU2,L3PZ69,V6FZ95,A0A376HTV6,D7X302,E9YV47,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,I2X5R7,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0","D7XKZ6,A0A0E2L017,B7MGC4,E0J6I2,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.344,0.955,1
EMD-21629,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure III-C),3.8,6wda,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,E0J6I2,D6I1Y5,D7Z9F6,D7Z9G3,A0A1X3KX08,I2X0X3,D6I3M6,F4SQ43,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,I2XAW2,U9YFU2,L3PZ69,V6FZ95,A0A376HTV6,D7X302,E9YV47,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,I2X5R7,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0","D7XKZ6,A0A0E2L017,B7MGC4,E0J6I2,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.332,0.943,1
EMD-21623,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure II-B2),3.7,6wd4,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A5B7PA13,A0A1X3LC97,A0A4P8C2I6,D7Z9G3,D7Z9F6,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,V6FZ95,U9YFU2,L3PZ69,A0A376HTV6,D7X302,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,A0A069XRX8,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0,A0A073FNB4","D7XKZ6,A0A0E2L017,B7MGC4,A0A4P8C2I6,A0A1X3LC97,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,A0A222QU44,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.361,0.953,1
EMD-21627,Cryo-EM of elongating ribosome with EF-Tu*GTP elucidates tRNA proofreading (Cognate Structure III-A),3.7,6wd8,"A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A4P8C2I6,V0AIT6,E0J6I2,D7Z9G3,D7Z9F6,A0A1X3KX08,F4SQ43,D6IFL9,I2X1W0,S1EUW9,E9TH65,U9ZRE5,B7L4K1,E3PJQ3,A0A080IK26,A0A037Y8L6,V6FZ95,L3PZ69,A0A376HTV6,D7X302,P60422,D8A1L7,E2QFJ4,E1IKL4,U9ZRE0,D7ZET0,L3P526,I2X5R7,P0ADY7,H4KMR7,T6N332,S1CG62,P60438,I2X6E7,I2UH22,T6L9R3,C3TPN2,D7XH79,D7XN21,A0A1X3K2N0,D7ZI15,H4JDL7,I2X5X6,B7MIU7,S1D5F0,L3NSS9,D7Z9G0,A0A4Y8DMK0","A0A0E2L017,B7MGC4,A0A4P8C2I6,V0AIT6,E0J6I2,A0A1X3KX08,F4SQ43,D6IFL9,I2X1W0,S1EUW9,E9TH65,U9ZRE5,B7L4K1,E3PJQ3,A0A080IK26,A0A037Y8L6,L3PZ69,A0A376HTV6,P60422,D8A1L7,E2QFJ4,E1IKL4,U9ZRE0,P0ADY7,P60438,I2UH22,C3TPN2,D7XH79,D7XN21,A0A1X3K2N0,B7MIU7,A0A4Y8DMK0",0.335,0.95,1
EMD-21626,Cryo-EM of elongating ribosome with EF-Tu-GTP elucidates tRNA proofreading (Cognate Structure II-D),3.9,6wd7,"D7XKZ6,A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,E0J6I2,D6I1Y5,D7Z9F6,D7Z9G3,A0A1X3KX08,I2X0X3,D6I3M6,F4SQ43,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,I2XAW2,U9YFU2,L3PZ69,V6FZ95,A0A376HTV6,D7X302,E9YV47,P60422,L3CCT0,D8A1L7,E2QFJ4,D7ZET0,I2X5R7,P0ADY7,T6N332,S1CG62,P60438,I2X1N4,D6I208,I2UH22,C3TPN2,G0F552,J7RMJ2,D7XH79,D7XN21,S1ERR4,D7ZI15,B7MIU7,S1D5F0,F4TL27,L3NSS9,D7Z9G0,A0A4Y8DMK0","D7XKZ6,A0A0E2L017,B7MGC4,E0J6I2,A0A1X3KX08,F4SQ43,I2X0X3,S1EUW9,E9TH65,F4TL26,E3PJQ3,A0A080IK26,A0A037Y8L6,U9YFU2,L3PZ69,A0A376HTV6,P60422,L3CCT0,D8A1L7,E2QFJ4,P0ADY7,P60438,I2X1N4,I2UH22,C3TPN2,J7RMJ2,D7XH79,D7XN21,S1ERR4,B7MIU7,F4TL27,A0A4Y8DMK0",0.326,0.941,1
