title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
Rix1-Rea1 pre-60S particle - full composite structure,3.1,EMD-10839,6ylh,"P38883,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q03862,P10664,P53742,P36105,P05749,P05737,P0CX53,P26784,P47019,Q07915,Q12019,P05738,P0CX43,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,P05748,P53877,P05745,P0CX41,P0C2H6,P17076,P53313,P05740,P38803,P0CX25,P0CX23,P0C0W9,P04456,P40010,P40078,P05743,P38202,P0CX49,P0CX84","P38883,P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q03862,P10664,P53742,P36105,P05749,P05737,P0CX53,P26784,P47019,Q07915,P05738,P0CX43,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,P05748,P53877,P05745,P0CX41,P0C2H6,P17076,P53313,P05740,P38803,P0CX25,P0CX23,P0C0W9,P04456,P40010,P40078,P05743,P38202,P0CX49,P0CX84"
"Rix1-Rea1 pre-60S particle - 60S core, body 1 (rigid body refinement)",3.0,EMD-10838,6ylg,"P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q03862,P10664,P53742,P36105,P05749,P05737,P0CX53,P26784,P47019,Q07915,P05738,P0CX43,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,P05748,P05745,P0CX41,P0C2H6,P17076,P53313,P05740,P38803,P0CX25,P0CX23,P0C0W9,P04456,P40010,P40078,P05743,P38202,P0CX49,P0CX84","P25382,P05744,P0C2H8,P14126,Q12522,P02406,P53188,P14120,Q03862,P10664,P53742,P36105,P05749,P05737,P0CX53,P26784,P47019,Q07915,P05738,P0CX43,P33201,P0CX82,P0CX45,P49167,Q08004,Q02892,P05748,P05745,P0CX41,P0C2H6,P17076,P53313,P05740,P38803,P0CX25,P0CX23,P0C0W9,P04456,P40010,P40078,P05743,P38202,P0CX49,P0CX84"
Cryo-EM structure of yeast reconstituted Lso2 bound to 80S ribosomes,3.4,EMD-11097,6z6k,"P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P0CX35,Q12690,P38011,P05750,Q3E772,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84","P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P14120,P0CX35,Q12690,P38011,P05750,Q3E772,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0CX86,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84"
yeast 80S ribosome in complex with the Not5 subunit of the CCR4-NOT complex,2.8,EMD-10431,6tb3,"P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,Q12514,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P0CX84,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,P0CX87,O13516,P38061,P0CX49,P0CX43","P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,Q12514,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P0CX84,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,P0CX87,O13516,P38061,P0CX49,P0CX43"
Yeast 80S ribosome in complex with eIF5A and decoding A-site and P-site tRNAs.,3.1,EMD-10537,6tnu,"P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,B3RHV0,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P23301,P05740,P0CX25,P39516,P0CX29,P25443,B3LI22,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84","P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,B3RHV0,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P23301,P05740,P0CX25,P39516,P0CX29,P25443,B3LI22,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84"
The cryo-EM structure of SDD1-stalled collided trisome.,3.3,EMD-10315,6sv4,"P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P05317,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05738,P0CX39,P06367,P05759,P0CX82,P04650,P0CX45,P26786,P49167,Q08745,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84","P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P05317,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05738,P0CX39,P06367,P05759,P0CX82,P04650,P0CX45,P26786,P49167,Q08745,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84"
Cryo-EM structure of an active human histone pre-mRNA 3'-end processing machinery at 3.2 Angstrom resolution,3.2,EMD-21050,6v4x,"P62304,P83369,P14678,Q9UKF6,Q92797,P62306,P62318,Q969L4,Q9P2I0,P62308","P62304,P83369,P14678,Q9UKF6,Q92797,P62306,P62318,Q969L4,Q9P2I0,P62308"
Structure of yeast 80S ribosome stalled on the CGA-CGA inhibitory codon combination.,3.2,EMD-10396,6t7i,"P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P24000,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,P0CX87,O13516,P38061,P0CX49,P0CX84","P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,P24000,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,P0CX87,O13516,P38061,P0CX49,P0CX84"
Structure of yeast disome (di-ribosome) stalled on poly(A) tract.,4.0,EMD-10398,6t83,"P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P05317,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84","P14127,P87262,P41057,P05756,P39938,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P05317,P38701,P14126,P07280,P02406,P32905,Q01855,P0CX51,P0C0X0,P14120,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P06367,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P05748,P33442,P04449,P0CX33,Q02753,P0CX49,P0CX55,P05747,P0CX41,P0C2H6,P17076,P05745,P05740,P0CX25,P0CX29,P25443,P35997,P0C0W9,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,Q02326,P0CX84"
Structure of yeast 80S ribosome stalled on poly(A) tract.,3.1,EMD-10397,6t7t,"P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,B3RHV0,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P0CX45,P26786,P49167,Q08745,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,B3LI22,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84","P14127,P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,B3RHV0,P26784,P05759,P05738,A0A0J9X221,P0CX82,P04650,P0CX45,P26786,P49167,Q08745,P05748,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,B3LI22,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84"
Structure of yeast 80S ribosome stalled on the CGA-CCG inhibitory codon combination.,2.6,EMD-10377,6t4q,"P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,P48589,P0CX47,P0CX31,P05744,P0CH08,P0C2H8,P38701,P14126,P07280,Q3E757,P02406,P32905,Q01855,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P05750,P0C0W1,P49166,P10664,A0A1L4AA68,P39939,Q3E7X9,P36105,P05749,Q3E792,P41805,P0CX37,P05737,P26321,P26784,P05759,P0CX39,P05738,P0CX82,P04650,P26786,P0CX45,P49167,Q08745,P02407,P05748,P33442,P04449,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P39516,P0CX29,P25443,P35997,P0CX23,P04456,P0CX27,P0C0V8,P05743,O13516,P38061,P0CX49,P0CX84"
Saccharomyces cerevisiae spliceosomal E complex (ACT1),3.2,EMD-0361,6n7r,"Q03776,Q06217,Q00539,P43321,P40204,Q05900,Q02260,P32605,Q12330,P39682,P53207,P54999,Q00916,P40018,Q07508,Q03782","Q03776,Q06217,Q00539,P43321,P40204,Q05900,Q02260,P32605,Q12330,P39682,P53207,P54999,Q00916,P40018,Q07508,Q03782"
Saccharomyces cerevisiae spliceosomal E complex (UBC4),3.6,EMD-0360,6n7p,"Q12330,P33203,Q07508,Q00539,P32605,P54999,Q03776,Q08920,P34160,Q05900,P39682,P53207,Q00916,P40018,Q06217,P43321,P40204,Q02260,Q03782","Q12330,P33203,Q07508,Q00539,P32605,P54999,Q03776,Q08920,P34160,Q05900,P39682,P53207,Q00916,P40018,Q06217,P43321,P40204,Q02260,Q03782"
"Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum, state B1",3.5,EMD-10052,6rxu,"G0RY17,G0RYF6,P0CT47,G0SF00,G0SFL1,G0RY45,G0S1Z0,G0S9M9,G0S387,G0S8C4,G0S6J7,G0SHI0,G0S8Y4,G0S7T8,G0S4E3,G0S902,G0S4H3,G0SG95,G0S5J4,G0S7X0,G0SAY9,G0S0B1,G0RZM9,P0CU28,G0RZ99,G0SG51,G0S3T2,G0S0Z4,G0RY43,G0RY94,G0RYX2,G0S445,G0S1A6,G0SBR7,G0RZL4,G0S9I7,G0S3V7,G0SHP3,G0S2U4,G0SE90,G0SCT7,G0SF93,G0SF32,G0S273,G0S612,G0SGM0,G0SDW0,G0S5L1,G0S5F1,G0SGY2,G0SBN9,G0S872,G0RZL9,G0S7Z2,G0SAJ6,G0SEI5,G0SDL4,G0SCS8","G0RY17,G0RYF6,P0CT47,G0SF00,G0SFL1,G0RY45,G0S1Z0,G0S9M9,G0S387,G0S8C4,G0S6J7,G0SHI0,G0S8Y4,G0S7T8,G0S4E3,G0S902,G0S4H3,G0SG95,G0S5J4,G0S7X0,G0SAY9,G0S0B1,G0RZM9,P0CU28,G0RZ99,G0SG51,G0S3T2,G0S0Z4,G0RY43,G0RY94,G0RYX2,G0S445,G0S1A6,G0SBR7,G0RZL4,G0S9I7,G0S3V7,G0S2U4,G0SE90,G0SCT7,G0SF93,G0SF32,G0S273,G0S612,G0SGM0,G0SDW0,G0S5F1,G0SGY2,G0SBN9,G0S872,G0RZL9,G0S7Z2,G0SAJ6,G0SEI5,G0SDL4,G0SCS8"
Yeast Vms1-60S ribosomal subunit complex (post-state),3.4,EMD-4752,6r86,"P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.1,EMD-4560,6qik,"P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.2,EMD-10068,6rzz,"P87262,P05744,P0C2H8,Q02256,P14126,Q12522,P02406,P14120,Q12690,P49166,Q03862,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P38344,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0C2H8,Q02256,P14126,Q12522,P02406,P14120,Q12690,P49166,Q03862,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P38344,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Yeast Vms1 (Q295L)-60S ribosomal subunit complex (pre-state without Arb1),3.4,EMD-4753,6r87,"P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Yeast Vms1 (Q295L)-60S ribosomal subunit complex (pre-state with Arb1),3.6,EMD-4751,6r84,"P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P40024,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,Q04311,P05744,P0CH08,P0C2H8,P05317,Q3E757,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P0CX53,P26784,Q02326,P05738,P0CX43,P0CX82,P0CX45,P49167,P05748,P04449,P40024,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX23,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.5,EMD-4636,6qtz,"P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.9,EMD-10071,6s05,"P87262,P05744,P0C2H8,Q02256,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0C2H8,Q02256,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.3,EMD-4884,6ri5,"P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P38861,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P53145,P0CX49,P0CX84"
Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.4,EMD-4630,6qt0,"P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,Q12522,P02406,P14120,Q12690,P49166,P10664,P26785,P36105,P05749,P41805,P05737,P26321,Q02326,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,Q06709,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
Cryo-EM structure of the yeast B*-b1 complex at an average resolution of 3.86 angstrom,3.86,EMD-0691,6j6n,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Cryo-EM structure of the yeast B*-a2 complex at an average resolution of 3.2 angstrom,3.2,EMD-0686,6j6g,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
Cryo-EM structure of the yeast B*-a1 complex at an average resolution of 3.6 angstrom,3.6,EMD-0687,6j6h,"Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375","Q06091,P40968,Q03772,P32523,P53333,Q12330,P28004,Q04048,P21374,Q12309,P38241,Q12046,P54999,P40567,P33334,P40018,P53277,Q12417,P36048,Q06217,P25337,P43321,P40204,Q02260,Q03654,Q08963,Q03375"
