title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
Cryo-EM structure of the 1 hpf zebrafish embryo 80S ribosome,3.2,EMD-13111,7oya,"P62247,Q7ZUG5,Q5BJJ2,Q803F6,Q6DGL9,Q6P5M3,Q6DHL6,P61485,Q6NWC3,Q6IQJ7,Q24JV3,Q7ZV96,Q8JGS9,Q6NX89,Q7ZV82,Q6DGL4,Q6P6E2,Q3B7P7,Q6IQB1,A8E526,Q6Q415,Q1LWH1,Q4VBV2,Q6IQQ0,Q7SXA1,Q6P5L3,Q567N5,Q6Q419,Q6PBZ1,F1QG80,Q24JV1,O42248,Q6PBW7,Q7T1K0,Q6PC80,P62084,Q6PC01,Q7T1J9,A0A0R4IMS3,Q7ZV05,B7ZD34,Q7ZWJ4,Q6PBY1,Q7ZUG6,Q6DGL0,F1QGI3,B0R085,Q6IQI6,Q6PBW3,Q7ZVD9,Q5BKV9,F1QFV6,Q7ZW95,Q6PBI5,A8KB78,Q8JHJ1,Q6Q420,Q90Z10,Q6P6E7,A7YY10,Q6Q417,Q8AW82,A0A0R4ILF4,Q642H9,Q6DHS3,Q6DGM0,Q1LYB7,Q6P0V6,Q6IMW6,Q6P3J5,Q9I9N0,Q7ZWJ7,Q6PBK3,Q5BJA1,Q6IMW8,Q6P2M0,Q6Q421,Q6PC14","P62247,Q7ZUG5,Q5BJJ2,Q803F6,Q6DGL9,Q6P5M3,Q6DHL6,P61485,Q6NWC3,Q6IQJ7,Q24JV3,Q7ZV96,Q8JGS9,Q6NX89,Q7ZV82,Q6DGL4,Q6P6E2,Q3B7P7,Q6IQB1,A8E526,Q6Q415,Q1LWH1,Q4VBV2,Q6IQQ0,Q7SXA1,Q6P5L3,Q567N5,Q6Q419,Q6PBZ1,F1QG80,Q24JV1,O42248,Q6PBW7,Q7T1K0,Q6PC80,P62084,Q6PC01,Q7T1J9,A0A0R4IMS3,Q7ZV05,B7ZD34,Q7ZWJ4,Q6PBY1,Q7ZUG6,Q6DGL0,F1QGI3,B0R085,Q6IQI6,Q6PBW3,Q7ZVD9,Q5BKV9,F1QFV6,Q7ZW95,Q6PBI5,A8KB78,Q8JHJ1,Q6Q420,Q90Z10,Q6P6E7,A7YY10,Q6Q417,Q8AW82,A0A0R4ILF4,Q642H9,Q6DHS3,Q6DGM0,Q1LYB7,Q6P0V6,Q6IMW6,Q6P3J5,Q9I9N0,Q7ZWJ7,Q6PBK3,Q5BJA1,Q6IMW8,Q6P2M0,Q6Q421,Q6PC14",0.521,0.923,0.9
Human NEXT dimer - focused reconstruction of the single MTR4,3.4,EMD-14513,7z52,"Q6NZY4,P42285","Q6NZY4,P42285",0.512,0.548,0.04
Human NEXT dimer - focused reconstruction of the dimerization module,4.0,EMD-14511,7z4z,"Q6NZY4,P42285","Q6NZY4,P42285",0.392,0.456,0.012
The cryo-EM structure of human pre-C*-I complex,3.6,EMD-32317,7w59,"P62314,P62316,Q14562,Q9UQ35,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60508,O60306,O75934,Q9GZU8,Q9UMS4","P62314,P62316,Q14562,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60508,O60306,O75934,Q9GZU8,Q9UMS4",0.268,0.784,0.38
The cryo-EM structure of human pre-C*-II complex,3.6,EMD-32319,7w5a,"P62314,O95391,P62316,Q14562,Q9UQ35,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60306,O60508,O75934,Q9Y421,Q9GZU8,Q9UMS4","P62314,O95391,P62316,Q14562,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60306,O60508,O75934,Q9Y421,Q9GZU8,Q9UMS4",0.269,0.769,0.39
Human Nuclear Exosome Targeting (NEXT) complex bound to RNA (substrate 2),3.62,EMD-24883,7s7c,"Q6NZY4,P42285,Q9Y580","Q6NZY4,P42285,Q9Y580",0.449,0.727,8.0
Cryo-EM map of the Candida albicans 80S ribosome in complex with blasticidin s,2.67,EMD-13750,7q0r,"O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A2V1AQU0,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A2V1AQU0,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.448,0.607,0.632
Yeast 80S ribosome bound with the ALS/FTD-associated dipeptide repeat protein GR20,2.7,EMD-26033,7too,"P05738,P05740,A0A6A5Q7I9,P05749,Q02753,P05317,A0A6A5PWR1,P0C2H8,P05737,P04456,P87262,Q12690,P04650,Q02326,A0A6A5PUZ5,P14120,A0A6A5Q3W0,P05745,A0A6A5PY83,A0A6A5Q1M9,P0CX49,P0CX84,A0A6A5Q0W8,A0A6A5PUL8,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P0CX82,P0CX25,A0A6A5Q627,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,P0CX23","P05738,P05740,A0A6A5Q7I9,P05749,Q02753,P05317,A0A6A5PWR1,P0C2H8,P05737,P04456,P87262,Q12690,P04650,Q02326,A0A6A5PUZ5,P14120,A0A6A5Q3W0,P05745,A0A6A5PY83,A0A6A5Q1M9,P0CX49,P0CX84,A0A6A5Q0W8,A0A6A5PUL8,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P0CX82,P0CX25,A0A6A5Q627,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,P0CX23",0.531,0.982,1.0
Structure of Candida albicans 80S ribosome in complex with cycloheximide,2.56,EMD-13741,7q08,"O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.517,0.929,0.3
Yeast 80S ribosome bound with the ALS/FTD-associated dipeptide repeat protein PR20,2.4,EMD-26034,7top,"P05738,P05740,A0A6A5Q7I9,P05749,Q02753,P05317,A0A6A5PWR1,P0C2H8,P05737,P04456,P87262,Q12690,P04650,Q02326,A0A6A5PUZ5,P14120,A0A6A5Q3W0,P05745,A0A6A5PY83,A0A6A5Q1M9,P0CX49,P0CX84,A0A6A5Q0W8,A0A6A5PUL8,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P0CX82,P0CX25,A0A6A5Q627,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,A7H9Z6,P0CX23","P05738,P05740,A0A6A5Q7I9,P05749,Q02753,P05317,A0A6A5PWR1,P0C2H8,P05737,P04456,P87262,Q12690,P04650,Q02326,A0A6A5PUZ5,P14120,A0A6A5Q3W0,P05745,A0A6A5PY83,A0A6A5Q1M9,P0CX49,P0CX84,A0A6A5Q0W8,A0A6A5PUL8,P0CX41,P0CX86,P49166,P0CX45,P0CX27,P05744,P0CX82,P0CX25,A0A6A5Q627,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,A7H9Z6,P0CX23",0.552,0.826,4.0
Cryo-EM map of Candida albicans 80S ribosome in complex with phyllanthoside,2.64,EMD-13744,7q0f,"O42817,A0A1D8PLC9,Q5AJ93,P9WER7,A0A1D8PN83,A0A1D8PI15,A0A1D8PK22,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.521,0.928,0.3
Cryo-EM map of the Candida albicans 80S ribosome in complex with anisomycin,2.77,EMD-13749,7q0p,"O42817,A0A1D8PLC9,Q5AJ93,P9WER7,A0A1D8PN83,A0A1D8PI15,A0A1D8PK22,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,P0CU35,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,P0CU35,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.41,0.568,0.55
Cryo-EM map of the vacant Candida albicans 80S ribosome,2.32,EMD-13737,7pzy,"O42817,A0A1D8PLC9,Q5AJ93,P9WER7,A0A1D8PN83,A0A1D8PI15,A0A1D8PK22,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8","O42817,A0A1D8PLC9,Q5AJ93,A0A1D8PK22,A0A1D8PN83,A0A1D8PI15,A0A1D8PQN0,A0A1D8PG16,A0A1D8PK71,A0A1D8PF57,Q5A7K0,A0A1D8PFG4,A0A1D8PPE0,A0A1D8PNQ6,A0A1D8PK40,Q5A900,Q5A389,A0A1D8PDU3,A0A1D8PM75,Q5ALV6,Q5AGZ7,A0A1D8PDT4,O59931,A0A1D8PL99,A0A1D8PH21,A0A1D8PCX8,Q5A6R1,A0A1D8PSC5,A0A1D8PGY8,A0A1D8PDT3,A0A1D8PK61,Q5ANA1,A0A1D8PTR4,Q59LS1,P83774,A0A1D8PSV5,Q5ADQ6,Q59T44,P40910,A0A1D8PCW6,Q5A109,A0A1D8PPS1,A0A1D8PCG7,A0A1D8PCI6,Q96W54,A0A1D8PTI7,A0A1D8PPN6,Q5AG43,A0A1D8PSK2,A0A1D8PEY9,A0A1D8PF45,A0A1D8PQQ5,Q5AIB8",0.53,0.696,0.226
Stm1 bound vacant 80S structure isolated from wild-type,2.7,EMD-23935,7mpj,"P38011,P05738,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23","P38011,P05738,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,P39938,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,P0CX23",0.613,0.825,0.04
Cycloheximide bound vacant 80S structure isolated from cbf5-D95A,3.05,EMD-24235,7n8b,"P05738,P38011,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0C2H8,P0CX51,P39939,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P04456,P87262,P0CX35,Q12690,P0CX39,P04650,P04449,Q02326,P05747,P14120,P48589,P05745,Q08745,P26786,P0CX47,P33442,P49167,Q01855,P0CX49,P14126,P41805,P0CX84,P32905,Q3E792,Q3E7X9,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P0CX82,P0CX25,P35997,P10664,P05756,P36105,P05748,P26783,P0C2H6,O13516,P0C0V8,P05759,P17076,P0C0W9,P02407,P05743,P0CH08,P02406,P0CX31,P26784,P0CX23","P05738,P38011,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0C2H8,P0CX51,P39939,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P04456,P87262,P0CX35,Q12690,P0CX39,P04650,P04449,Q02326,P05747,P14120,P48589,P05745,Q08745,P26786,P0CX47,P33442,P49167,Q01855,P0CX49,P14126,P41805,P0CX84,P32905,Q3E792,Q3E7X9,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P26321,P0CX82,P0CX25,P35997,P10664,P05756,P36105,P05748,P26783,P0C2H6,O13516,P0C0V8,P05759,P17076,P0C0W9,P02407,P05743,P0CH08,P02406,P0CX31,P26784,P0CX23",0.57,0.94,0.02
Stm1 bound vacant 80S structure isolated from cbf5-D95A,3.05,EMD-23934,7mpi,"P38011,P05738,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,Q02326","P38011,P05738,P05740,P39015,P0CX29,P05749,Q02753,P38061,P06367,P0CX51,P39939,P0C2H8,P38701,P05737,P0CX55,P41057,P07280,P05750,P0CX33,P0CX35,P04456,P87262,Q12690,P0CX39,P04650,P04449,P48589,P05747,P14120,Q08745,P05745,P26786,P0CX23,P0CX47,P33442,Q3E792,Q01855,Q3E7X9,P14126,P41805,P0CX49,P32905,P0CX84,P49167,P0CX41,P0CX86,P49166,P0CX37,P25443,P0CX45,P0CX27,P05744,P0C0W1,P35997,P26321,P0CX82,P0CX25,P10664,P05756,P36105,O13516,P26783,P05748,P0C0V8,P05759,P0C2H6,P17076,P0C0W9,P02407,P05743,P0CH08,P0CX31,P02406,P26784,Q02326",0.538,0.944,0.0065
Substrate-bound A-like U2 snRNP,2.1,EMD-13811,7q4o,"Q15393,Q12874,Q7RTV0,Q15428,Q9Y3B4,O75533,Q13435,Q9BWJ5","Q15393,Q12874,Q7RTV0,Q15428,Q9Y3B4,O75533,Q13435,Q9BWJ5",0.464,0.667,0.00561
Human 17S U2 snRNP 5' domain core,2.21,EMD-13793,7q3l,"Q12874,Q15393,O43719,Q7L014,O75533,Q9BWJ5,Q13435,Q7RTV0","Q12874,Q15393,O43719,Q7L014,O75533,Q9BWJ5,Q13435,Q7RTV0",0.479,0.686,0.0062
U2 snRNP after ATP-dependent remodelling,2.15,EMD-13812,7q4p,"Q15393,Q12874,Q7RTV0,Q15428,O75533,Q13435,Q9BWJ5","Q15393,Q12874,Q7RTV0,Q15428,O75533,Q13435,Q9BWJ5",0.629,0.858,0.00711
Cryo-EM structure of Brr2 in complex with Jab1/MPN and C9ORF78,2.76,EMD-13046,7os2,"O75643,Q6P2Q9,Q9NZ63","O75643,Q6P2Q9,Q9NZ63",0.543,0.909,0.2
Cryo-EM structure of Brr2 in complex with Fbp21,3.3,EMD-13045,7os1,"O75643,O75554","O75643,O75554",0.407,0.815,0.3
Structure of U5 snRNP assembly and recycling factor TSSC4 in complex with BRR2 and Jab1 domain of PRPF8,3.05,EMD-13690,7px3,"O75643,Q9Y5U2,Q6P2Q9","O75643,Q9Y5U2,Q6P2Q9",0.471,0.913,0.3
Structure of the translating Neurospora crassa ribosome arrested by cycloheximide,2.7,EMD-24307,7r81,"Q8X034,Q7SDH0,Q1K5V9,Q7S156,Q7RV75,V5IMG5,Q7SDY8,V5IPM8,Q7RW15,Q7RVN0,Q7SC06,P21772,V5IQT8,Q9HE25,Q01369,Q7SGF1,Q7RVN2,Q7RZP9,Q1K580,Q7SEP1,Q9HE74,Q6MFL6,Q7S5N9,P14799,Q1K7B7,Q7S7F0,Q1K6Z3,Q7S709,Q7SI18,V5INI1,Q7RVK8,V5INQ2,Q873A6,V5ILK7,Q1K4V7,A7UW39,Q9C2B9,Q7S2X9,Q01291,Q7SBD5,Q7RVI1,Q7SBS9,Q7S3G1,Q871N9,O93798,Q7SHJ9,Q7S1Z1,P08978,O59953,U9WGG3,Q7RVY8,Q7S503,Q7SDU2,Q7S6W5,A0A0B0DYT5,Q7SFZ2,Q7RV52,Q9C2P2,Q7SH22,Q7SE03,Q7S7F1,P59671,Q7RXJ4,V5IQ48,Q7SBB3,Q7RVQ9,O43105,Q7RXY1,Q7SDY7,Q7SBD8,P27770,Q7SFJ9,Q7RXX0,Q7RV74,Q7SGA6","Q8X034,Q7SDH0,Q1K5V9,Q7S156,Q7RV75,V5IMG5,Q7SDY8,V5IPM8,Q7RW15,Q7RVN0,Q7SC06,P21772,V5IQT8,Q9HE25,Q01369,Q7SGF1,Q7RVN2,Q7RZP9,Q1K580,Q7SEP1,Q9HE74,Q6MFL6,Q7S5N9,P14799,Q1K7B7,Q7S7F0,Q1K6Z3,Q7S709,Q7SI18,V5INI1,Q7RVK8,V5INQ2,Q873A6,V5ILK7,Q1K4V7,A7UW39,Q9C2B9,Q7S2X9,Q01291,Q7SBD5,Q7RVI1,Q7SBS9,Q7S3G1,Q871N9,O93798,Q7SHJ9,Q7S1Z1,P08978,O59953,U9WGG3,Q7RVY8,Q7S503,Q7SDU2,Q7S6W5,A0A0B0DYT5,Q7SFZ2,Q7RV52,Q9C2P2,Q7SH22,Q7SE03,Q7S7F1,P59671,Q7RXJ4,V5IQ48,Q7SBB3,Q7RVQ9,O43105,Q7RXY1,Q7SDY7,Q7SBD8,P27770,Q7SFJ9,Q7RXX0,Q7RV74,Q7SGA6",0.539,0.657,0.5
